BARRIO,SITIO
LAS MERCEDES C-16,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
LA CANDELARIA C-10,"HOTELES, RESIDENCIAS, Y SIMILARES."
ESTADIO C-11,VIAS PUBLICAS
CAMPO VALDES 2 C-3,VIAS PUBLICAS
SAN BERNARDO C-16,VIAS PUBLICAS
BARRIO COLON C-10,VIAS PUBLICAS
BARRIO COLON C-10,VIAS PUBLICAS
SURAMERICANA C-11,VIAS PUBLICAS
SURAMERICANA C-11,VIAS PUBLICAS
SURAMERICANA C-11,VIAS PUBLICAS
URB. VILLAS DEL CARMEN,APARTAMENTO
VILLA COUNTRY,VIAS PUBLICAS
LA PLAYA,VIAS PUBLICAS
OLAYA,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
BOSTON,VIAS PUBLICAS
VILLA ENCANTO,VIAS PUBLICAS
CIUDADELA METROPOLITANA,VIAS PUBLICAS
SECTOR JUNCAL,CASAS DE HABITACION
ZARAGOCILLA,VIAS PUBLICAS
SECTOR GUARAMAL,VIAS PUBLICAS
BARRIO LOS SAUCES,CASAS DE HABITACION
BARRIO SUAMUX,CASAS DE HABITACION
VELEZ,VIAS PUBLICAS
VEREDA TRES PUERTAS,VIAS PUBLICAS
SECTOR PLAZA ALFONSO LOPEZ P.,VIAS PUBLICAS
PALERMO,VIAS PUBLICAS
EL PALMAR,VIAS PUBLICAS
LAS TORRES,CASAS DE HABITACION
20 DE JULIO,RESTAURANTES
CARIBABARE,VIAS PUBLICAS
BELLO HORIZONTE,VIAS PUBLICAS
BELLO HORIZONTE,VIAS PUBLICAS
TULCAN,VIAS PUBLICAS
ANTIGUA,VIAS PUBLICAS
URB. CANADA,VIAS PUBLICAS
URB. CANADA,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
LA ESPERANZA,VIAS PUBLICAS
GALERIAS E-13,VIAS PUBLICAS
CHAPINERO CENTRAL E-2,VIAS PUBLICAS
RESTREPO E-15,VIAS PUBLICAS
BOSA CENTRO E-7,VIAS PUBLICAS
GRANADA NORTE E-11,ESTACION TRANSMILENIO PORTAL NORTE
EL CENTENARIO E-18,INTERIOR VEHICULO SITP
SUBA CENTRO E-11,VIAS PUBLICAS
CARVAJAL E-8,LOCAL COMERCIAL
BRASILIA I SECTOR E-7,VIAS PUBLICAS
PATIO BONITO I E-8,VIAS PUBLICAS
FERIAS E-10,VIAS PUBLICAS
PRIMAVERA NORTE E-10,VIAS PUBLICAS
SANTA LUCIA E-18,VIAS PUBLICAS
CIUDAD KENNEDY CENTRAL E-8,VIAS PUBLICAS
LAGO GAITAN E-2,ESTACION TRANSMILENIO HEROES
GALERIAS E-13,VIAS PUBLICAS
PATIO BONITO I E-8,TRANSPORTE PUBLICO
MANDALAY I ETAPA E-8,VIAS PUBLICAS
PRADO VERANIEGO E-11,VIAS PUBLICAS
EL VIRREY ULTIMA ETAPA E-5,FRENTE A COLEGIO - VIA PUBLICA
MANDALAY,FRENTE CONJUNTO - VIA PUBLICA
7 DE AGOSTO,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
CENTRO,DISCOTECAS
ALFONSO LOPEZ,VIAS PUBLICAS
CHAPINERO,VIAS PUBLICAS
LAS GRANJAS,VIAS PUBLICAS
ANTONIO NARINHO,VIAS PUBLICAS
LOS ANDAQUIES,CASAS DE HABITACION
VEREDA NUEVA ZELANDA,CASAS DE HABITACION
SAN MARTIN,CASAS DE HABITACION
GAIRA TRADICIONAL,ESTACIONES DE SERVICIO
SANTA ELENA,VIAS PUBLICAS
ALMENDROS,CASAS DE HABITACION
POSTOBON,CASAS DE HABITACION
POSTOBON,VIAS PUBLICAS
MAMATOCO,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
EL RETIRO,VIAS PUBLICAS
PRIMAVERA,VIAS PUBLICAS
SESQUICENTENARIO,VIAS PUBLICAS
TERMINAL TRASPORTES,TERMINAL DE TRANSPORTES
RELIQUIA,VIAS PUBLICAS
AV. LOS MARACOS,VIAS PUBLICAS
GUAYABAL,VIAS PUBLICAS
REMANSO,VIAS PUBLICAS
CENTRO,PARQUEADERO
MADRIGAL,VIAS PUBLICAS
ALTAMIRA,VIAS PUBLICAS
VDA EL PUERTO EL ENCANO,VIAS PUBLICAS
CAICEDONIA,VIAS PUBLICAS
SANTA CLARA,VIAS PUBLICAS
ANGANOY,CASAS DE HABITACION
VDA SAN FRANCISCO BUESAQUILLO,VIAS PUBLICAS
VDA SAN FRANCISCO BUESAQUILLO,VIAS PUBLICAS
NUEVO SOL,VIAS PUBLICAS
BARRIO CARLOS RAMIREZ PARIS,VIAS PUBLICAS
CORREGIMIENTO LA LAGUNA,LOCAL COMERCIAL
BARRIO EL HUMILLADERO,VIAS PUBLICAS
SECTOR CAM,APARTAMENTO
SECTOR CAM,APARTAMENTO
ISABELA,VIAS PUBLICAS
ISABELA,VIAS PUBLICAS
CAMILO TORRES 1,VIAS PUBLICAS
LA PRADERA,VIAS PUBLICAS
GIRASOL,VIAS PUBLICAS
LA ROSA,VIAS PUBLICAS
SANTA MONICA,VIAS PUBLICAS
GAMMA III,VIAS PUBLICAS
SECTOR PARQUE LA LIBERTAD,VIAS PUBLICAS
SECTOR GALERIA CENTRAL,VIAS PUBLICAS
SECTOR PARQUE EL LAGO,APARTAMENTO
BRASILIA,VIAS PUBLICAS
GALAN GOMEZ,VIAS PUBLICAS
LA UNIVERSIDAD,VIAS PUBLICAS
MEJORAS PUBLICAS,VIAS PUBLICAS
LA AURORA,VIAS PUBLICAS
LA JUVENTUD,VIAS PUBLICAS
SAN FRANCISCO,VIAS PUBLICAS
CABECERA DEL LLANO,VIAS PUBLICAS
OLAS II,VIAS PUBLICAS
LA INDEPENDENCIA,VIAS PUBLICAS
COLORADOS,VIAS PUBLICAS
LAGOS II,VIAS PUBLICAS
CASCO ANTIGUO DE FLORIDABLANCA,APARTAMENTO
VDA. LOS CAUCHOS,CANCHA DE FUTBOL
LOS ROSALES,RESTAURANTES
EL LLANITO,VIAS PUBLICAS
EL CENTRO,VIAS PUBLICAS
EL CENTRO,VIAS PUBLICAS
AV. LAS PENHITAS,LOCAL COMERCIAL
SAN CARLOS,VIAS PUBLICAS
PROTECHO (TOPACIO),VIAS PUBLICAS
ESTACION,TERMINAL DE TRANSPORTES
LA CAMPINHA,VIAS PUBLICAS
VILLA DEL SOL,VIAS PUBLICAS
SIMON BOLIVAR,VIAS PUBLICAS
CONDOMINIO LINDAGUA,VIAS PUBLICAS
VRDA. LA CAJITA,VIAS PUBLICAS
GUAYAQUIL E9,VIAS PUBLICAS
EL TREBOL E8,PUENTE PEATONAL
SAN ANTONIO E3,VIAS PUBLICAS
LOS ALCAZARES E6,VIAS PUBLICAS
LOS ALCAZARES E6,VIAS PUBLICAS
LA MERCED E3,VIAS PUBLICAS
EL TRONCAL E8,VIAS PUBLICAS
PRADOS DEL NORTE E2,VIAS PUBLICAS
LOS ALCAZARES E6,VIAS PUBLICAS
ALIRIO MORA BELTRAN E14,VIAS PUBLICAS
ALIRIO MORA BELTRAN E14,VIAS PUBLICAS
LOS ROBLES E13,VIAS PUBLICAS
JORGE E. GAITAN (23-1),VIAS PUBLICAS
URB. PORTAL DE ALAMOS I,DENTRO DE LA VIVIENDA
SANTA RITA,LOCAL COMERCIAL
CAIMITOS,FRENTE A RESIDENCIAS - VIA PUBLICA
PORVENIR,CASAS DE HABITACION
RIACHUELOS,CASAS DE HABITACION
LA CAMILA,VIAS PUBLICAS
AUTOPISTA NORTE,CARRETERA
LAS VEGAS,VIAS PUBLICAS
LAS VEGAS,VIAS PUBLICAS
ZONA CENTRO,CASAS DE HABITACION
ZONA CENTRO,VIAS PUBLICAS
JARDIN BOTANICO  C-4,VIAS PUBLICAS
EL RODEO C-15,VIAS PUBLICAS
VILLA HERMOSA C-8,VIAS PUBLICAS
PRADO C-10,VIAS PUBLICAS
SANTA MARIA DE LOS ANGELES C-14,VIAS PUBLICAS
BOSTON C-10,VIAS PUBLICAS
SEVILLA  C-4,VIAS PUBLICAS
ARANJUEZ  C-4,VIAS PUBLICAS
GUAYABAL C-15,VIAS PUBLICAS
LA CANDELARIA C-10,PARQUES
CARIBE C-5,VIAS PUBLICAS
CALLE NUEVA C-10,ESTACION DEL METRO
JESUS NAZARENO C-10,VIAS PUBLICAS
EL SALVADOR  C-9,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
ROBLEDO C-7,FRENTE A EDIFICIO - VIA PUBLICA
CARIBE C-5,VIAS PUBLICAS
EL POBLADO C-14,ESTACION DEL METRO
PICACHO C-6,INTERIOR VEHICULO SERVICIO PUBLICO
PEDREGAL C-6,VIAS PUBLICAS
GUAYABAL C-15,INTERIOR VEHICULO SERVICIO PUBLICO
NOEL C-15,VIAS PUBLICAS
VILLANUEVA C-10,VIAS PUBLICAS
TEJELO C-5,VIAS PUBLICAS
GERONA  C-9,HOSPITALES
LA GLORIA C-16,VIAS PUBLICAS
REBOLO,VIAS PUBLICAS
LAS ESTRELLAS,VIAS PUBLICAS
LA SIERRITA,VIAS PUBLICAS
EL RODEO,VIAS PUBLICAS
BARRIO FLORIDA UNO,VIAS PUBLICAS
BARRIO LAS LAJAS,VIAS PUBLICAS
BARRIO ALTAMIRA,VIAS PUBLICAS
BARRIO 20 DE JULIO,VIAS PUBLICAS
LA MANGA,FINCAS Y SIMILARES
ESPERANZA,VIAS PUBLICAS
LOMA DE LA VIRGEN,VIAS PUBLICAS
LA ESMERALDA,VIAS PUBLICAS
VEREDA DE TORRES,VIAS PUBLICAS
SAN JOSE,VIAS PUBLICAS
VDA SANJON RICO,CARRETERA
VDA SANJON RICO,CARRETERA
VEREDA,FINCAS Y SIMILARES
MARIA EUGENIA ALTO,VIAS PUBLICAS
LOS CORTIJOS,DENTRO DE LA VIVIENDA
SUCRE E-2,VIAS PUBLICAS
LA AURORA II SECTOR E-5,PARQUES
SAN LUIS E-13,VIAS PUBLICAS
EL TINTAL E-9,VIAS PUBLICAS
VILLA MARIA I E-11,VIAS PUBLICAS
PATIO BONITO I E-8,INTERIOR VEHICULO SITP
BANDERAS E-8,ESTACION TRANSMILENIO PORTAL AMERICAS
CANDELARIA III-IV E-19,VIAS PUBLICAS
CENTRO E-3,ESTACION TRANSMILENIO LAS NIEVES
VILLA MAYOR E-15,CENTRO COMERCIAL
SIMON BOLIVAR,LOCAL COMERCIAL
SUBA CENTRO E-11,VIAS PUBLICAS
CASTILLA REAL     E-8,ESTACION TRANSMILENIO BANDERAS
FERROCAJA E-9,VIAS PUBLICAS
LA CASTELLANA E-12,VIAS PUBLICAS
CHICO NORTE II E-2,VIAS PUBLICAS
URB. LA CAMPINHA I SECTOR E-11,VIAS PUBLICAS
BELLO HORIZONTE E-4,VIAS PUBLICAS
SANTA MARIA DEL LAGO E-10,VIAS PUBLICAS
SALITRE PLAZA E-9,VIAS PUBLICAS
RICAURTE E-14,ESTACION TRANSMILENIO RICAURTE (CLL 13)
TORREMOLINOS E-16,VIAS PUBLICAS
RESTREPO E-15,INTERIOR VEHICULO SERVICIO PUBLICO
CHAPINERO CENTRAL E-2,VIAS PUBLICAS
LA FAVORITA E-14,ESTACION TRANSMILENIO CALLE 22
GRANADA NORTE E-11,ESTACION TRANSMILENIO TOBERIN
LA SOLEDAD E-13,VIAS PUBLICAS
EL PORVENIR E-5,VIAS PUBLICAS
AURES II E-11,VIAS PUBLICAS
POLO CLUB E-12,ESTACION TRANSMILENIO CALLE 85
BELLAVISTA ALTA E-5,VIAS PUBLICAS
CHICO I E-2,VIAS PUBLICAS
QUIROGA IHS ETAPA E-18,ESTACION TRANSMILENIO CALLE 40 SUR
NARINHO SUR E-4,VIAS PUBLICAS
PATIO BONITO I E-8,VIAS PUBLICAS
EL AMPARO E-8,PARQUES
ZONA INDUSTRIAL LA GRANJA E-9,VIAS PUBLICAS
OLARTE E-7,ESTACION TRANSMILENIO PORTAL DEL SUR
EL VERGEL E-14,VIAS PUBLICAS
SAN DIEGO E-3,VIAS PUBLICAS
LUCERO ALTO E-19,VIAS PUBLICAS
ABRAHAM LINCON E-6,VIAS PUBLICAS
LA MAGDALENA E-13,OFICINAS
OLAYA E-18,VIAS PUBLICAS
ANTIGUO COUNTRY E-2,VIAS PUBLICAS
NORMANDIA E-10,INTERIOR VEHICULO SITP
CANAIMA E-1,VIAS PUBLICAS
LOS DIOSES,VIAS PUBLICAS
JOSE D BOSCAN,VIAS PUBLICAS
LIBERTADOR,VIAS PUBLICAS
31 DE OCTUBRE,CASAS DE HABITACION
PUERTA DEL SOL,VIAS PUBLICAS
CENTRO,OFICINAS
SAN ANTONIO,VIAS PUBLICAS
LA ESPERANZA,VIAS PUBLICAS
URBANIZACION CONCEPCION NO. 1-2-3-4-5,CASAS DE HABITACION
GALICIA,VIAS PUBLICAS
RODADERO TRADICIONAL,CASAS DE HABITACION
AEROMAR,VIAS PUBLICAS
SANTA CECILIA,VIAS PUBLICAS
LAS FERIAS,VIAS PUBLICAS
RODEO,VIAS PUBLICAS
DOS MIL,VIAS PUBLICAS
BARZAL BAJO,VIAS PUBLICAS
LLANO LINDO,VIAS PUBLICAS
VILLA BOLIVAR,LOCAL COMERCIAL
AY MI LLANURA,VIAS PUBLICAS
CAMPINHA,VIAS PUBLICAS
VDA SALADADO,CASAS DE HABITACION
PANAMERICANO,VIAS PUBLICAS
LA LOMITA,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
MADRIGAL,ESTACIONES DE SERVICIO
INEM,VIAS PUBLICAS
SANTA BARBARA,VIAS PUBLICAS
BARRIO SAN MARTIN,VIAS PUBLICAS
BARRIO CECI,VIAS PUBLICAS
BARRIO TUCUNARE,VIAS PUBLICAS
BARRIO SAN JOSE (EL MERCADO),VIAS PUBLICAS
BARRIO TACALOA,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
CIUDADELA QUIMBAYA,VIAS PUBLICAS
LA AVANZADA,VIAS PUBLICAS
LA AVANZADA,VIAS PUBLICAS
SECTOR PUENTES DE LA 9A CON 12,VIAS PUBLICAS
LOS ALPES,VIAS PUBLICAS
LA REBECA.,VIAS PUBLICAS
CENTRO (A) PEREIRA,VIAS PUBLICAS
CENTRO (A) PEREIRA,VIAS PUBLICAS
INTERMEDIO (V/SANTANA),INTERIOR VEHICULO SERVICIO PUBLICO
BARRIO COCAL,VIAS PUBLICAS
SECTOR CURVA LA VIRGEN,VIAS PUBLICAS
EL LLANITO,CASAS DE HABITACION
EL LLANITO,CASAS DE HABITACION
EL LLANITO,CASAS DE HABITACION
SANTA ISABEL,CASAS DE HABITACION
PLANADA DEL CERRO,VIAS PUBLICAS
SANTA ISABEL,VIAS PUBLICAS
NORTE BAJO,VIAS PUBLICAS
LAGOS DEL CACIQUE,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
ALVAREZ,VIAS PUBLICAS
EL ROCIO,VIAS PUBLICAS
CIUDADELA REAL DE MINAS,LOCAL COMERCIAL
LA UNIVERSIDAD,VIAS PUBLICAS
VILLA LUZ,VIAS PUBLICAS
LOS ROSALES,VIAS PUBLICAS
MOLINOS BAJOS,CASAS DE HABITACION
LOS ROBLES,VIAS PUBLICAS
ALTOS DE VILLABEL I,EMPRESA
CASCO ANTIGUO DE FLORIDABLANCA,PELUQUERIA Y SIMILARES
LAGOS II,FRENTE EMPRESA - VIA PUBLICA
PORTAL CAMPESTRE,CASAS DE HABITACION
OLIMPICA CALLE EL CAUCA,CASAS DE HABITACION
PINAR,VIAS PUBLICAS
BOTERO,"COLEGIOS, ESCUELAS"
RESTREPO,VIAS PUBLICAS
ATOLSURE,PARQUES
MORAVIA  C-4,VIAS PUBLICAS
LA POLA,INTERIOR VEHICULO PARTICULAR
LOS CHORROS E18,VIAS PUBLICAS
SAN PASCUAL E3,VIAS PUBLICAS
LA CASCADA E19,VIAS PUBLICAS
EL PONDAJE E13,CASAS DE HABITACION
REPUBLICA ISRAEL E16,VIAS PUBLICAS
U.R. EL COLISEO E19,OFICINAS
LOS ALCAZARES E6,VIAS PUBLICAS
POPULAR E4,VIAS PUBLICAS
POPULAR E4,VIAS PUBLICAS
LOS ROBLES E13,VIAS PUBLICAS
SANTA ROSA E3,VIAS PUBLICAS
MOJICA E15,DENTRO DE LA VIVIENDA
LA RIVERA I E6,VIAS PUBLICAS
ALFONSO B. ARAGON E14,VIAS PUBLICAS
CHAPINERO E8,VIAS PUBLICAS
DESEPAZ INVICALI E21,VIAS PUBLICAS
SIETE DE AGOSTO E7,VIAS PUBLICAS
SIETE DE AGOSTO E7,VIAS PUBLICAS
LA FORTALEZA E11,VIAS PUBLICAS
OLAYA HERRERA E4,VIAS PUBLICAS
LIBERTAD,VIAS PUBLICAS
CENTRO,LOCAL COMERCIAL
LA MISERICORDIA,VIAS PUBLICAS
LA ESPERANZA,VIAS PUBLICAS
LA ESPERANZA,VIAS PUBLICAS
CIUDADELA DEL NORTE,VIAS PUBLICAS
NAVARRA,VIAS PUBLICAS
LAS BATATAS,FINCAS Y SIMILARES
AUTOPISTA NORTE,CARRETERA
VILLAGRANDE,VIAS PUBLICAS
CENTRO,ALCALDIA
BOMBONA 1 C-10,VIAS PUBLICAS
CENTRO ADMINISTRATIVO C-10,VIAS PUBLICAS
LA ALPUJARRA C-10,VIAS PUBLICAS
LA CANDELARIA C-10,LOCAL COMERCIAL
CUARTA BRIGADA C-11,VIAS PUBLICAS
LA CASTELLANA C-11,VIAS PUBLICAS
CASTILLA C-5,VIAS PUBLICAS
LA CANDELARIA C-10,ESTACION DEL METRO
PERPETUO SOCORRO C-10,VIAS PUBLICAS
VERSALLES 1 C-3,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
CENTRO S.C.,VIAS PUBLICAS
UINIVERSIDAD DE ANTIOQUIA  C-4,VIAS PUBLICAS
LA CANDELARIA C-10,PARADERO DE BUSES
SAN DIEGO C-10,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
LA CANDELARIA C-10,ESTACION DEL METRO
LA CANDELARIA C-10,ESTACION DEL METRO
LA CANDELARIA C-10,VIAS PUBLICAS
CENTRO  S.A.P.,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
SAN DIEGO C-10,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
ESTACION VILLA C-10,VIAS PUBLICAS
LAURELES C-11,VIAS PUBLICAS
LAURELES C-11,VIAS PUBLICAS
FATIMA C-16,APARTAMENTO
SANTA ANA,OFICINAS
AVENIDA GALAN HOYO,VIAS PUBLICAS
AVENIDA GALAN HOYO,VIAS PUBLICAS
VIRGEN DEL CARMEN,VIAS PUBLICAS
VDA. LA DOCTORA,VIAS PUBLICAS
SAN VICENTE,VIAS PUBLICAS
LAS TORRES,VIAS PUBLICAS
LA ARBOLEDA,VIAS PUBLICAS
MANZANARES,VIAS PUBLICAS
BARRIO SANTA RITA,BODEGAS Y SIMILARES
CENTRO,VIAS PUBLICAS
CONCORDIA,VIAS PUBLICAS
BARRIO SAN JOSE,VIAS PUBLICAS
CENTRO,ALMACENES
TORASSO,VIAS PUBLICAS
LOS ANGELES,CASAS DE HABITACION
LAS FERIAS,CASAS DE HABITACION
CASIQUIARE,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
LA SAMARIA,FRENTE A RESIDENCIAS - VIA PUBLICA
LOS MILAGROS,VIAS PUBLICAS
LAS FLORES,VIAS PUBLICAS
VILLA LUZ,PARQUES
ICHAGUA,FRENTE A RESIDENCIAS - VIA PUBLICA
SANTA TERESA,PANADERIAS
EL SUCRE,CASAS DE HABITACION
EL PRADO,VIAS PUBLICAS
PATIO BONITO I E-8,ESTACION TRANSMILENIO PATIO BONITO
TIMIZA CELULA A LOTE RA-2 E-8,VIAS PUBLICAS
ATAHUALPA E-9,VIAS PUBLICAS
JUAN REY E-4,VIAS PUBLICAS
EDUARDO SANTOS E-14,VIAS PUBLICAS
MINUTO DE DIOS E-10,VIAS PUBLICAS
VILLA LUZ E-10,VIAS PUBLICAS
VILLAS DEL MADRIGAL E-10,VIAS PUBLICAS
MEISSEN E-19,INTERIOR VEHICULO SITP
SUCRE E-3,VIAS PUBLICAS
PARQUE DE MILENTA II ETAPA E-16,VIAS PUBLICAS
SAN DIEGO E-3,ESTACION TRANSMILENIO SAN DIEGO
GRANADA NORTE E-11,VIAS PUBLICAS
LA CALLEJA E-1,CLINICAS Y SIMILARES
PRINCIPE DE BOCHICA E-18,VIAS PUBLICAS
MINUTO DE DIOS E-10,PUENTE PEATONAL
LOS LAURELES E-7,VIAS PUBLICAS
ALAMEDA E-3,VIAS PUBLICAS
SANTA MATILDE I SECTOR E-16,ESTACION TRANSMILENIO NQS - CLLE 38A SUR
PATIO BONITO I E-8,VIAS PUBLICAS
KASANDRA E-9,VIAS PUBLICAS
MINUTO DE DIOS E-10,VIAS PUBLICAS
CHAPINERO NORTE E-2,VIAS PUBLICAS
SANTA ANA OCCIDENTAL E-1,VIAS PUBLICAS
CHICO NORTE I E-2,VIAS PUBLICAS
CIUDAD DE CALI E-8,VIAS PUBLICAS
RICAURTE E-14,LOCAL COMERCIAL
COLINA LINDA E-11,VIAS PUBLICAS
SUBA CENTRO E-11,VIAS PUBLICAS
SANTA MATILDE I SECTOR E-16,VIAS PUBLICAS
SAMPER MENDOZA E-14,ESTACION TRANSMILENIO CALLE 22
"CHICO I, II, III",PARQUES
JORGE ELIECER GAITAN,APARTAMENTO
JORGE ELIECER GAITAN,APARTAMENTO
CANDIDO LEGUIZAMO,VIAS PUBLICAS
LA VIRGINIA,VIAS PUBLICAS
LA VIRGINIA,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
ALTOS DE BAHIA CONCHA,VIAS PUBLICAS
VILLA MARBELLA,DENTRO DE LA VIVIENDA
LA ESPERANZA,CASAS DE HABITACION
MONTOYA PAVA,DENTRO DE LA VIVIENDA
VILLA JULIA,TIENDA
JORDAN,VIAS PUBLICAS
CALAMAR,VIAS PUBLICAS
LA ESPERANZA IV ETAPA,VIAS PUBLICAS
CENTENARIO,VIAS PUBLICAS
SEMINARIO,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
VILLA DE LOS RIOS,FRENTE A RESIDENCIAS - VIA PUBLICA
VILLA DE LOS RIOS,FRENTE A RESIDENCIAS - VIA PUBLICA
RIO BLANCO,VIAS PUBLICAS
CHAMBU I,FRENTE A RESIDENCIAS - VIA PUBLICA
SANTA MONICA,VIAS PUBLICAS
EL PILAR,INTERIOR VEHICULO SERVICIO PUBLICO
SANTIAGO,INTERIOR VEHICULO SERVICIO PUBLICO
VILLA ROSARIO,VIAS PUBLICAS
BARRIO CALLEJON,VIAS PUBLICAS
BARRIO LA PLAYA,VIAS PUBLICAS
BARRIO MOLINOS DEL NORTE,VIAS PUBLICAS
SECTOR VILLA HISTORICA,"COLEGIOS, ESCUELAS"
LA ESTACION,RESTAURANTES
CAFETERO,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
SANTA MONICA,VIAS PUBLICAS
LA PRADERA,VIAS PUBLICAS
LA BADEA,VIAS PUBLICAS
SANTA ISABEL 1,VIAS PUBLICAS
SECTOR PUENTES DE LA 9A CON 12,VIAS PUBLICAS
CENTRO (B) PEREIRA,VIAS PUBLICAS
SECTOR PARQUE LA LIBERTAD,VIAS PUBLICAS
COROCITO,VIAS PUBLICAS
SECTOR CENTRO,"DROGUERIAS, FARMACIAS"
FLOWER HILL,VIAS PUBLICAS
SECTOR COMERCIAL,VIAS PUBLICAS
PRIMERO DE MAYO,VIAS PUBLICAS
PROVIVIENDA,VIAS PUBLICAS
CENTRO,ALMACENES
CAFE MADRID,CASAS DE HABITACION
MUTIS,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
LAGOS I,VIAS PUBLICAS
PALERMO,PANADERIAS
CENTRO,ALMACENES
LA BOMBA,VIAS PUBLICAS
LA BOMBA,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
ZONA RURAL,CARRETERA
CGTO PUNTA DE BLANCO,FINCAS Y SIMILARES
SECTOR PLAZA DE MERCADO ELPAPAYO,VIAS PUBLICAS
SAN ROQUE,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
ESTACION,VIAS PUBLICAS
RICAURTE PARTE ALTA,VIAS PUBLICAS
JORDAN VII ETAPA,CASAS DE HABITACION
COMBEIMA,VIAS PUBLICAS
LAS FERIAS,VIAS PUBLICAS
BELEN,BUS MEGABUS
ARBOLEDA,VIAS PUBLICAS
VRDA. AMBALA,CARRETERA
VRDA. AMBALA,CARRETERA
SANTA LUCIA,CASAS DE HABITACION
CENTRO,VIAS PUBLICAS
VIA CALI - BUENAVENTURA,FONDAS
LA CAMELIA,VIAS PUBLICAS
ARANJUEZ E9,CASAS DE HABITACION
ARANJUEZ E9,CASAS DE HABITACION
PAMPA LINDA E19,VIAS PUBLICAS
LEON XIII E11,CASAS DE HABITACION
SANTA MONICA POPULAR E8,INTERIOR VEHICULO PARTICULAR
CALIMA E4,VIAS PUBLICAS
MARCO FIDEL SUAREZ E4,INTERIOR VEHICULO PARTICULAR
SAN PEDRO E3,VIAS PUBLICAS
LA LIBERTAD E10,VIAS PUBLICAS
VALLE GRANDE E21,VIAS PUBLICAS
SAN FERNANDO NUEVO E19,VIAS PUBLICAS
SAN LUIS II E6,DENTRO DE LA VIVIENDA
CGTO GOLONDRINAS E1,CARRETERA
LA HACIENDA E17,ALIMENTADOR BUS M.I.O.
MENGA E2,ESTACION M.I.O.
MARROQUIN I E14,VIAS PUBLICAS
EL RETIRO E15,VIAS PUBLICAS
UNICENTRO CALI E17,VIAS PUBLICAS
PUERTO NUEVO E7,VIAS PUBLICAS
PUERTO NUEVO E7,VIAS PUBLICAS
SIMON BOLIVAR E8,VIAS PUBLICAS
REPUBLICA ISRAEL E16,VIAS PUBLICAS
MORICHAL DE COMFANDI E15,VIAS PUBLICAS
LLERAS RESTREPO E13,VIAS PUBLICAS
EL ALBERGUE,VIAS PUBLICAS
LA PRADERA I E24,FRENTE A RESIDENCIAS - VIA PUBLICA
CENTRAL,VIAS PUBLICAS
BOSQUES DE MORELIA,LOCAL COMERCIAL
LLANO GRANDE,VIAS PUBLICAS
PUERTAS DEL SOL,VIAS PUBLICAS
VDA. ZARZAL CURAZAO,VIAS PUBLICAS
SAN MATEO,VIAS PUBLICAS
VDA. LA RAYA,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
EDUARDO SANTOS C-13,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
LAS LOMAS 1 C-14,VIAS PUBLICAS
LA AMERICA C-12,CASAS DE HABITACION
LA AMERICA C-12,CASAS DE HABITACION
LA CANDELARIA C-10,VIAS PUBLICAS
ESTACION VILLA C-10,VIAS PUBLICAS
EL POBLADO C-14,"BARES, CANTINAS Y SIMILARES"
PARQUE NORTE C-4,VIAS PUBLICAS
BOSTON C-10,VIAS PUBLICAS
LAURELES C-11,"BARES, CANTINAS Y SIMILARES"
LA PINHUELA  C-4,VIAS PUBLICAS
PRADO C-10,VIAS PUBLICAS
ESTACION VILLA C-10,VIAS PUBLICAS
SAN DIEGO C-10,VIAS PUBLICAS
CENTRO ADMINISTRATIVO C-10,VIAS PUBLICAS
ZONA CENTRAL STA. E.,PARQUES
LAS BRISAS C-5,VIAS PUBLICAS
LA LADERA C-8,VIAS PUBLICAS
JARDIN BOTANICO  C-4,VIAS PUBLICAS
CARLOS E. RESTREPO C-11,VIAS PUBLICAS
