MUNICIPIO,SITIO
ARMENIA (CT),LOCAL COMERCIAL
ARMENIA (CT),VIAS PUBLICAS
ARMENIA (CT),PANADERIAS
CALARCA,CASAS DE HABITACION
DOSQUEBRADAS,INTERIOR VEHICULO SERVICIO PUBLICO
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),DENTRO DE LA VIVIENDA
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
SAN ANDRES (CT),VIAS PUBLICAS
SAN ANDRES (CT),VIAS PUBLICAS
SAN ANDRES (CT),VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BARRANCABERMEJA,"HOTELES, RESIDENCIAS, Y SIMILARES."
BARRANCABERMEJA,VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BARRANCABERMEJA,TIENDA
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),"BARES, CANTINAS Y SIMILARES"
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),TERMINAL DE TRANSPORTES
BUCARAMANGA (CT),VIAS PUBLICAS
FLORIDABLANCA,VIAS PUBLICAS
FLORIDABLANCA,VIAS PUBLICAS
PIEDECUESTA,VIAS PUBLICAS
MARIQUITA,CASAS DE HABITACION
PIEDECUESTA,VIAS PUBLICAS
COLOSO,VIAS PUBLICAS
SINCELEJO (CT),VIAS PUBLICAS
SINCELEJO (CT),VIAS PUBLICAS
SINCELEJO (CT),CASAS DE HABITACION
SINCELEJO (CT),VIAS PUBLICAS
CAJAMARCA,CASAS DE HABITACION
CAJAMARCA,CASAS DE HABITACION
CARMEN DE APICALA,VIAS PUBLICAS
CHAPARRAL,VIAS PUBLICAS
ESPINAL,VIAS PUBLICAS
ESPINAL,CASAS DE HABITACION
IBAGUE (CT),LOCAL COMERCIAL
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),RESTAURANTES
IBAGUE (CT),SUPERMERCADOS
IBAGUE (CT),SUPERMERCADOS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
MARIQUITA,VIAS PUBLICAS
BUENAVENTURA,FRENTE CLINICA U HOSPITAL - VIA PUBLICA
BUENAVENTURA,VIAS PUBLICAS
CAICEDONIA,VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),INTERIOR VEHICULO SERVICIO PUBLICO
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),APARTAMENTO
GUACARI,VIAS PUBLICAS
PALMIRA,VIAS PUBLICAS
PALMIRA,CASAS DE HABITACION
ANORI,VIAS PUBLICAS
BELLO,VIAS PUBLICAS
BELLO,VIAS PUBLICAS
BELLO,VIAS PUBLICAS
COPACABANA,FRENTE A RESIDENCIAS - VIA PUBLICA
MEDELLIN (CT),INTERIOR VEHICULO SERVICIO PUBLICO
MEDELLIN (CT),"DROGUERIAS, FARMACIAS"
MEDELLIN (CT),DENTRO DE LA VIVIENDA
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),ESTACION DEL METRO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),INTERIOR VEHICULO SERVICIO PUBLICO
MEDELLIN (CT),INTERIOR VEHICULO SERVICIO PUBLICO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),LOCAL COMERCIAL
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),PARADERO DE BUSES
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),OFICINAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
SOLEDAD,VIAS PUBLICAS
CARTAGENA (CT),VIAS PUBLICAS
GARAGOA,TIENDA
CHINCHINA,VIAS PUBLICAS
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),VIAS PUBLICAS
FLORENCIA (CT),VIAS PUBLICAS
FLORENCIA (CT),VIAS PUBLICAS
YOPAL (CT),VIAS PUBLICAS
YOPAL (CT),VIAS PUBLICAS
YOPAL (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
POPAYAN (CT),BUS MEGABUS
VALLEDUPAR (CT),CASAS DE HABITACION
CIENAGA DE ORO,FRENTE A COLEGIO - VIA PUBLICA
MONTELIBANO,VIAS PUBLICAS
ARBELAEZ,FRENTE A RESIDENCIAS - VIA PUBLICA
BOGOTA D.C. (CT),PARQUES
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),CASAS DE HABITACION
BOGOTA D.C. (CT),BODEGAS Y SIMILARES
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO CALLE 76
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),INTERIOR VEHICULO SERVICIO PUBLICO
BOGOTA D.C. (CT),ESTACION TRANSMILENIO ALCALA
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO BANDERAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO QUIROGA
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
EL COLEGIO,FINCAS Y SIMILARES
FUNZA,FRENTE A ALMACEN - VIA PUBLICA
MADRID,FRENTE A ALMACEN - VIA PUBLICA
SOACHA,VIAS PUBLICAS
ALBANIA,TRAMO DE VIA
ALBANIA,TRAMO DE VIA
MAICAO,VIAS PUBLICAS
RIOHACHA (CT),VIAS PUBLICAS
SAN JUAN DEL CESAR,CASAS DE HABITACION
URIBIA,"HOTELES, RESIDENCIAS, Y SIMILARES."
ALGECIRAS,ALOJAMIENTO
LA PLATA,CASAS DE HABITACION
LA PLATA,CASAS DE HABITACION
LA PLATA,CASAS DE HABITACION
LA PLATA,CASAS DE HABITACION
NEIVA (CT),CASAS DE HABITACION
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),CLINICAS Y SIMILARES
NEIVA (CT),VIAS PUBLICAS
PALESTINA,VIAS PUBLICAS
SAN AGUSTIN,CASAS DE HABITACION
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),TROCHA
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),APARTAMENTO EN CONJUNTO CERRADO
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),CASAS DE HABITACION
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VEHICULO
SANTA MARTA (CT),VEHICULO
SANTA MARTA (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
IPIALES,VIAS PUBLICAS
IPIALES,VIAS PUBLICAS
IPIALES,VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
TUQUERRES,VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
ARMENIA (CT),VIAS PUBLICAS
ARMENIA (CT),VIAS PUBLICAS
ARMENIA (CT),VIAS PUBLICAS
ARMENIA (CT),VIAS PUBLICAS
ARMENIA (CT),VIAS PUBLICAS
ARMENIA (CT),VIAS PUBLICAS
SALENTO,VIAS PUBLICAS
DOSQUEBRADAS,VIAS PUBLICAS
DOSQUEBRADAS,VIAS PUBLICAS
DOSQUEBRADAS,VIAS PUBLICAS
DOSQUEBRADAS,INTERIOR VEHICULO SERVICIO PUBLICO
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),"COLEGIOS, ESCUELAS"
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),PARADERO DE BUSES
PEREIRA (CT),VIAS PUBLICAS
BARRANCABERMEJA,"BARES, CANTINAS Y SIMILARES"
BARRANCABERMEJA,VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),CASAS DE HABITACION
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
FLORIDABLANCA,VIAS PUBLICAS
FLORIDABLANCA,PARADERO DE BUSES
FLORIDABLANCA,VIAS PUBLICAS
GIRON,FINCAS Y SIMILARES
GIRON,FINCAS Y SIMILARES
GIRON,VIAS PUBLICAS
COVENHAS,VIAS PUBLICAS
COVENHAS,VIAS PUBLICAS
SAN LUIS DE SINCE,CASAS DE HABITACION
SINCELEJO (CT),FINCAS Y SIMILARES
SINCELEJO (CT),VIAS PUBLICAS
CHAPARRAL,VIAS PUBLICAS
CHAPARRAL,VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),LOCAL COMERCIAL
LIBANO,GALLERA
BUENAVENTURA,SOBRE ANDEN - VIA PUBLICA
BUENAVENTURA,VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),BUS MASIVO INTEGRAL DE OCCIDENTE M.I.O.
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),ESTACION M.I.O.
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
GUACARI,VIAS PUBLICAS
PALMIRA,CASAS DE HABITACION
PALMIRA,VIAS PUBLICAS
YUMBO,VIAS PUBLICAS
PUERTO CARRENHO (CT),VIAS PUBLICAS
BELLO,VIAS PUBLICAS
BELLO,VIAS PUBLICAS
ENVIGADO,CASAS DE HABITACION
MEDELLIN (CT),ESTACION DEL METRO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),PARQUES
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),ESTACION DEL METRO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),LOCAL COMERCIAL
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),PARQUEADERO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),PUENTE PEATONAL
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),ESTACION DEL METRO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
RIONEGRO,VIAS PUBLICAS
YONDO,CASAS DE HABITACION
ARAUCA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
PALMAR DE VARELA,VIAS PUBLICAS
SOLEDAD,VIAS PUBLICAS
SOLEDAD,VIAS PUBLICAS
CARTAGENA (CT),VIAS PUBLICAS
DUITAMA,VIAS PUBLICAS
SOGAMOSO,VIAS PUBLICAS
TUNJA (CT),LOCAL COMERCIAL
TUNJA (CT),LOCAL COMERCIAL
CHINCHINA,CASAS DE HABITACION
CHINCHINA,CASAS DE HABITACION
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),APARTAMENTO
MANIZALES (CT),"HOTELES, RESIDENCIAS, Y SIMILARES."
FLORENCIA (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
VALLEDUPAR (CT),CASAS DE HABITACION
MONTERIA (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),ESTACION TRANSMILENIO SANTA ISABEL
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),PUENTE PEATONAL
BOGOTA D.C. (CT),CONJUNTO RESIDENCIAL
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO AV. 68
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),LOCAL COMERCIAL
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO RICAURTE (CLL 13)
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),INTERIOR VEHICULO SERVICIO PUBLICO
BOGOTA D.C. (CT),INTERIOR VEHICULO SERVICIO PUBLICO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),INTERIOR VEHICULO SERVICIO PUBLICO
BOGOTA D.C. (CT),ESTACION TRANSMILENIO CALLE 100
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO PORTAL DEL SUR
BOGOTA D.C. (CT),INTERIOR VEHICULO SITP
CAQUEZA,VIAS PUBLICAS
SOACHA,PUENTE PEATONAL
TENJO,VIAS PUBLICAS
RIOHACHA (CT),VIAS PUBLICAS
RIOHACHA (CT),CARRETERA
GARZON,SECTOR COMERCIO
GARZON,VIAS PUBLICAS
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),INTERIOR VEHICULO PARTICULAR
PITALITO,VIAS PUBLICAS
PITALITO,VIAS PUBLICAS
ARACATACA,FINCAS Y SIMILARES
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),TIENDA
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),INTERIOR VEHICULO PARTICULAR
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),CASAS DE HABITACION
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
CUCUTA (CT),HOSPITALES
MOCOA (CT),SOBRE ANDEN - VIA PUBLICA
MOCOA (CT),SOBRE ANDEN - VIA PUBLICA
ARMENIA (CT),VIAS PUBLICAS
ARMENIA (CT),VIAS PUBLICAS
ARMENIA (CT),TIENDA
ARMENIA (CT),SOBRE ANDEN - VIA PUBLICA
LA TEBAIDA,VIAS PUBLICAS
DOSQUEBRADAS,DENTRO DE LA VIVIENDA
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),LOCAL COMERCIAL
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
SANTA ROSA DE CABAL,VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BUCARAMANGA (CT),"DROGUERIAS, FARMACIAS"
BUCARAMANGA (CT),APARTAMENTO
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),OFICINAS
BUCARAMANGA (CT),FRENTE EMPRESA - VIA PUBLICA
FLORIDABLANCA,FRENTE A RESIDENCIAS - VIA PUBLICA
GIRON,VIAS PUBLICAS
GIRON,FINCAS Y SIMILARES
GIRON,VIAS PUBLICAS
PIEDECUESTA,VIAS PUBLICAS
PIEDECUESTA,FRENTE A RESIDENCIAS - VIA PUBLICA
SAN GIL,VIAS PUBLICAS
VELEZ,VIAS PUBLICAS
COROZAL,CASAS DE HABITACION
SINCELEJO (CT),CASAS DE HABITACION
SINCELEJO (CT),CASAS DE HABITACION
SINCELEJO (CT),CASAS DE HABITACION
SINCELEJO (CT),LOCAL COMERCIAL
CHAPARRAL,VIAS PUBLICAS
HONDA,CASAS DE HABITACION
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
SANTA ISABEL,VIAS PUBLICAS
BUENAVENTURA,FRENTE A RESIDENCIAS - VIA PUBLICA
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),PARQUEADERO
CALI (CT),VIAS PUBLICAS
CALI (CT),ESTACION M.I.O.
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),"DROGUERIAS, FARMACIAS"
CALI (CT),CASAS DE HABITACION
CALI (CT),CASAS DE HABITACION
CALI (CT),VIAS PUBLICAS
CALI (CT),LOCAL COMERCIAL
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),PARADERO DE BUSES
EL CERRITO,VIAS PUBLICAS
GUACARI,VIAS PUBLICAS
PALMIRA,VIAS PUBLICAS
PALMIRA,VIAS PUBLICAS
PALMIRA,VIAS PUBLICAS
PALMIRA,CLINICAS Y SIMILARES
PRADERA,VIAS PUBLICAS
SEVILLA,VIAS PUBLICAS
YUMBO,OFICINAS
BELLO,VIAS PUBLICAS
ENVIGADO,VIAS PUBLICAS
GUARNE,VIAS PUBLICAS
ITAGUI,OFICINAS
ITAGUI,CASAS DE HABITACION
LA PINTADA,VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),ESTACION DEL METRO
MEDELLIN (CT),ESTACION DEL METRO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),CASAS DE HABITACION
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),SEMAFORO
RIONEGRO,VIAS PUBLICAS
URRAO,FINCAS Y SIMILARES
BARRANQUILLA (CT),BUS MEGABUS
BARRANQUILLA (CT),CASAS DE HABITACION
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
SOLEDAD,VIAS PUBLICAS
CARTAGENA (CT),VIAS PUBLICAS
CARTAGENA (CT),VIAS PUBLICAS
CHIQUINQUIRA,VIAS PUBLICAS
TUNJA (CT),CASAS DE HABITACION
TUNJA (CT),VIAS PUBLICAS
TUNJA (CT),"COLEGIOS, ESCUELAS"
TUNJA (CT),"COLEGIOS, ESCUELAS"
CHINCHINA,VIAS PUBLICAS
LA DORADA,CASAS DE HABITACION
MANIZALES (CT),LOCAL COMERCIAL
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),INTERIOR VEHICULO SERVICIO PUBLICO
FLORENCIA (CT),CASAS DE HABITACION
FLORENCIA (CT),VIAS PUBLICAS
FLORENCIA (CT),CASAS DE HABITACION
FLORENCIA (CT),VIAS PUBLICAS
YOPAL (CT),"HOTELES, RESIDENCIAS, Y SIMILARES."
POPAYAN (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
SANTANDER DE QUILICHAO,VIAS PUBLICAS
QUIBDO (CT),VIAS PUBLICAS
MONTELIBANO,VIAS PUBLICAS
MONTELIBANO,VIAS PUBLICAS
MONTERIA (CT),LOCAL COMERCIAL
MONTERIA (CT),CASAS DE HABITACION
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),"COLEGIOS, ESCUELAS"
BOGOTA D.C. (CT),ESTACION TRANSMILENIO RICAURTE (CLL 13)
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),BIBLIOTECA
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO AV. JIMENEZ(CRC)
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ALMACENES
BOGOTA D.C. (CT),INTERIOR VEHICULO SERVICIO PUBLICO
BOGOTA D.C. (CT),CASAS DE HABITACION
BOGOTA D.C. (CT),ESTACION TRANSMILENIO COMUNEROS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO CALLE 76
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
