MUNICIPIO,BARRIO
MEDELLIN (CT),GUAYAQUIL C-10
MEDELLIN (CT),ROBLEDO C-7
MEDELLIN (CT),GUAYAQUIL C-10
MEDELLIN (CT),CALLE NUEVA C-10
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),EL DANUBIO C-12
MEDELLIN (CT),PALERMO  C-4
MEDELLIN (CT),LAURELES C-11
MEDELLIN (CT),CAMPO AMOR C-15
BARRANQUILLA (CT),CAMPO ALEGRE
BARRANQUILLA (CT),ABAJO
BARRANQUILLA (CT),LA CUMBRE
BARRANQUILLA (CT),LAS NIEVES
BARRANQUILLA (CT),REBOLO
BARRANQUILLA (CT),BETANIA
BARRANQUILLA (CT),OLAYA
BARRANQUILLA (CT),LA ALBORAYA
PUERTO COLOMBIA,PRADOMAR
SOLEDAD,LOS CEDROS
CARTAGENA (CT),AMBERES
CARTAGENA (CT),AMBERES
SAN JUAN NEPOMUCENO,CENTRO
DUITAMA,BARRIO CENTRO
TUNJA (CT),CENTRO
CHINCHINA,LA NUBIA
CHINCHINA,SECTOR LA Y
CHINCHINA,LA CEIBA
MANIZALES (CT),BARRIO COLOMBIA
MANIZALES (CT),LA LEONORA
MANIZALES (CT),BARRIO EL CAMPIN
MANIZALES (CT),BARRIO EL CAMPIN
FLORENCIA (CT),LAS MALVINAS
YOPAL (CT),MARANATHA
YOPAL (CT),DALEL BARON
PIENDAMO,CENTRO
POPAYAN (CT),LA CAMPINHA
POPAYAN (CT),LA CAMPINHA
POPAYAN (CT),LA ESMERALDA
POPAYAN (CT),ALFONSO LOPEZ
POPAYAN (CT),TULCAN
POPAYAN (CT),EL PAJONAL
POPAYAN (CT),CALICANTO
PUERTO TEJADA,LA ESPERANZA
SANTANDER DE QUILICHAO,CORONA
SANTANDER DE QUILICHAO,SANTA ANITA
SILVIA,CALOTO
BOSCONIA,EL RECREO
BOSCONIA,EL RECREO
LA JAGUA DE IBIRICO,SIMON BOLIVAR
VALLEDUPAR (CT),1º DE MAYO
VALLEDUPAR (CT),1º DE MAYO
VALLEDUPAR (CT),EL PRADO
VALLEDUPAR (CT),CANHAGUATE
VALLEDUPAR (CT),PANAMA
MONTERIA (CT),6 DE MARZO
MONTERIA (CT),6 DE MARZO
BOGOTA D.C. (CT),ALSACIA E-8
BOGOTA D.C. (CT),LA LIBERTAD E-7
BOGOTA D.C. (CT),PUENTE LARGO E-11
BOGOTA D.C. (CT),SIERRA MORENA E-19
BOGOTA D.C. (CT),URB. COMPARTIR E-11
BOGOTA D.C. (CT),GRAN BRITALIA E-8
BOGOTA D.C. (CT),CHAPINERO CENTRAL E-2
BOGOTA D.C. (CT),USMINIA DESARROLLO E-5
BOGOTA D.C. (CT),SURBANA E-7
BOGOTA D.C. (CT),URB. COSTA AZUL I Y II ETAPA E-11
BOGOTA D.C. (CT),TEUSAQUILLO E-13
BOGOTA D.C. (CT),MARLY E-2
BOGOTA D.C. (CT),BOSA CENTRO E-7
BOGOTA D.C. (CT),EL POA E-11
BOGOTA D.C. (CT),AGUAS CLARAS E-4
BOGOTA D.C. (CT),SAN CARLOS PREDIO SAN JOSE E-6
BOGOTA D.C. (CT),CENTENARIO E-9
BOGOTA D.C. (CT),LA SABANA E-14
BOGOTA D.C. (CT),URB. INDUSTRIAL PENSILVANIA E-16
BOGOTA D.C. (CT),LA FAVORITA E-14
BOGOTA D.C. (CT),URB. MIRANDELA E-11
BOGOTA D.C. (CT),CIUDAD BERNA E-15
BOGOTA D.C. (CT),SOCIEGO E-4
BOGOTA D.C. (CT),BOSA E-7
BOGOTA D.C. (CT),LAS MARGARITAS E-7
BOGOTA D.C. (CT),VILLA DEL RIO E-7
BOGOTA D.C. (CT),CHICO NORTE I E-2
BOGOTA D.C. (CT),QUIROGA IHS ETAPA E-18
BOGOTA D.C. (CT),LOS LAURELES E-7
BOGOTA D.C. (CT),SAN MARTIN E-7
BOGOTA D.C. (CT),CIUDAD GRANADA E-8
BOGOTA D.C. (CT),MARIA PAZ E-8
BOGOTA D.C. (CT),EL RESTREPO E-15
BOGOTA D.C. (CT),LAS DOS AVENIDAS E-8
BOGOTA D.C. (CT),LA ALAMEDA E-3
BOGOTA D.C. (CT),SANTIAGO DE LAS ATALAYAS E-7
BOGOTA D.C. (CT),MOLINOS DEL SUR E-18
NEIVA (CT),CENTRO
PITALITO,CRISTO REY
PITALITO,CENTRO
SANTA MARTA (CT),VILLA BELLA
SANTA MARTA (CT),VILLA BELLA
SANTA MARTA (CT),SANTA CRUZ
SANTA MARTA (CT),CENTRO
SANTA MARTA (CT),CENTRO
SANTA MARTA (CT),ALCAZARES
VILLAVICENCIO (CT),SANTA HELENA I
VILLAVICENCIO (CT),LA NOHORA
PASTO (CT),PARQUE INFANTIL
PASTO (CT),PLAZA DEL CARNAVAL
PASTO (CT),SANTA BARBARA
PASTO (CT),EL PORTALITO
PASTO (CT),IDEMA
PASTO (CT),LORENZO
PASTO (CT),TEJAR
CUCUTA (CT),BARRIO CARLOS GARCIA LOZADA
CUCUTA (CT),BARRIO SEVILLA
CUCUTA (CT),URBANIZACION SAN FERNADO DEL RODEO
CALARCA,QUINTAS DEL CACIQUE
LA TEBAIDA,ZONA CENTRO
DOSQUEBRADAS,LOS NARANJOS
DOSQUEBRADAS,LOS NARANJOS
LA VIRGINIA,LOS LIBERTADORES
PEREIRA (CT),COROCITO
PEREIRA (CT),CIUDADELA DEL CAFE
PEREIRA (CT),SECTOR PLAZA DE BOLIVAR
PEREIRA (CT),LA VILLA
SANTA ROSA DE CABAL,B. EL MANANTIAL II
BARRANCABERMEJA,LA CAMPANA
BUCARAMANGA (CT),CENTRO
BUCARAMANGA (CT),COMUNEROS
BUCARAMANGA (CT),MILAGRO DE DIOS
BUCARAMANGA (CT),SAN FRANCISCO
BUCARAMANGA (CT),COMUNEROS
BUCARAMANGA (CT),BOLIVAR
FLORIDABLANCA,NIZA
FLORIDABLANCA,BUCARICA
GIRON,SAN ANTONIO DEL CARRIZAL
CARMEN DE APICALA,CENTRO
IBAGUE (CT),CENTENARIO
CALI (CT),CENTENARIO E2
CALI (CT),LOS CHORROS E18
CALI (CT),ALAMEDA E9
CALI (CT),SAN JUAN BOSCO E3
CALI (CT),EL SENA E5
CALI (CT),12 DE OCTUBRE E12
CALI (CT),SAN FERNANDO NUEVO E19
CALI (CT),EL PRADO E11
CALI (CT),TORRES DE CONFANDI E5
CARTAGO,LA ARENERA
CARTAGO,COLLAREJO
GUADALAJARA DE BUGA,FUEN MAYOR
PALMIRA,CENTRAL
SEVILLA,SIRACUSA
SEVILLA,SIRACUSA
TULUA,SAN BENITO LA RIVERA
TULUA,VDA. SAN CARLOS
BELLO,LA CABANHA
BELLO,LA MADERA
ITAGUI,CENTRAL MAYORISTA
MARINILLA,BARILOCHE
MEDELLIN (CT),EL POBLADO C-14
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),SAN DIEGO C-10
MEDELLIN (CT),BOSQUES DE SAN PABLO C-7
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),BARRIO COLOMBIA C-14
MEDELLIN (CT),GIRARDOT C-5
MEDELLIN (CT),ESTADIO C-11
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),CARIBE C-5
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),CUARTA BRIGADA C-11
MEDELLIN (CT),LOS ALPES C-16
MEDELLIN (CT),LA ALPUJARRA C-10
MEDELLIN (CT),EL POBLADO C-14
MEDELLIN (CT),EL POBLADO C-14
MEDELLIN (CT),EL POBLADO C-14
MEDELLIN (CT),LA SALLE  C-3
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),TRINIDAD C-15
BARRANQUILLA (CT),MONTECRISTO
BARRANQUILLA (CT),NUEVA COLOMBIA
BARRANQUILLA (CT),VILLA DEL CARMEN 1 ETAPA
BARRANQUILLA (CT),CENTRO
BARRANQUILLA (CT),ABAJO
SOLEDAD,EL PARQUE
CARTAGENA (CT),VILLA ESTRELLA
CARTAGENA (CT),ESCALLON VILLA
CARTAGENA (CT),BAZURTO
CHIQUINQUIRA,PRIMERO CHIQUINQUIRA
PUERTO BOYACA,DIVINO NINHO
SOGAMOSO,CHICAMOCHA
TUNJA (CT),BARRIO EL TOPO
ANSERMA,VDA ALSACIA
LA DORADA,VICTORIA REAL
MANIZALES (CT),FATIMA
MANIZALES (CT),SECTOR UNIVERSIDAD DE MANIZALES
FLORENCIA (CT),EL RAICERO
YOPAL (CT),ESPERANZA
POPAYAN (CT),SAN CAMILO
EL COPEY,VEREDA
EL COPEY,VEREDA
VALLEDUPAR (CT),MAREIGUA
QUIBDO (CT),SAN VICENTE
CERETE,EL PRADO
LORICA,SAN VICENTE
MONTERIA (CT),EL PRADO
MONTERIA (CT),LA CAMPINHA
BOGOTA D.C. (CT),ANTIGUO COUNTRY E-2
BOGOTA D.C. (CT),JULIO FLOREZ E-11
BOGOTA D.C. (CT),SAN CRISTOBAL NORTE E-1
BOGOTA D.C. (CT),VELODROMO E-4
BOGOTA D.C. (CT),COSTA RICA E-11
BOGOTA D.C. (CT),CIUDAD KENNEDY CENTRAL E-8
BOGOTA D.C. (CT),GALERIAS E-13
BOGOTA D.C. (CT),CHAPINERO CENTRAL E-2
BOGOTA D.C. (CT),RIO NEGRO NORTE E-12
BOGOTA D.C. (CT),SAN ISIDRO E-4
BOGOTA D.C. (CT),URB. SANTANDER E-15
BOGOTA D.C. (CT),GRAN AMERICA E-13
BOGOTA D.C. (CT),URB. MARSELLA E-8
BOGOTA D.C. (CT),EL RESTREPO E-15
BOGOTA D.C. (CT),LAS FLORES E-11
BOGOTA D.C. (CT),ALAMEDA E-3
BOGOTA D.C. (CT),BAQUERO E-12
BOGOTA D.C. (CT),PATIO BONITO I E-8
BOGOTA D.C. (CT),7 DE AGOSTO E-12
BOGOTA D.C. (CT),LA FISCALA E-5
BOGOTA D.C. (CT),CORABASTOS E-8
BOGOTA D.C. (CT),EL HATO II
BOGOTA D.C. (CT),LA GRANJA E-10
BOGOTA D.C. (CT),FRANCISCO JOSE DE CALDASS   E-8
BOGOTA D.C. (CT),CENTRO E-3
BOGOTA D.C. (CT),LA CATEDRAL E-17
BOGOTA D.C. (CT),CERRO MONSERRATE E-3
BOGOTA D.C. (CT),LA CABRERA E-2
BOGOTA D.C. (CT),LA SOLEDAD E-13
BOGOTA D.C. (CT),CENTRO ADMINISTRATIVO E-17
BOGOTA D.C. (CT),MANDALAY I ETAPA E-8
BOGOTA D.C. (CT),TEUSAQUILLO E-13
BOGOTA D.C. (CT),EL CONSUELO E-18
BOGOTA D.C. (CT),LA HERRADURA E-4
BOGOTA D.C. (CT),COLSEGUROS E-14
BOGOTA D.C. (CT),LA INDEPENDENCIA E-7
BOGOTA D.C. (CT),RICAURTE E-14
MADRID,JAZMINES CENTRO
SOACHA,TERREROS
RIOHACHA (CT),ABAJO
NEIVA (CT),CALIXTO LEYVA
PITALITO,SAN ANTONIO
PITALITO,PRIMERO DE MAYO
SANTA MARTA (CT),ALCAZARES
SANTA MARTA (CT),ZONA MERCADO
SANTA MARTA (CT),13 DE JUNIO
GUAMAL,VEREDA OROTOY
VILLAVICENCIO (CT),CENTRO
VILLAVICENCIO (CT),LA ESPERANZA VI ETAPA
IPIALES,PUENES
IPIALES,SANTANDER
PASTO (CT),CATAMBUCO CENTRO
PASTO (CT),VENECIA
PASTO (CT),CENTRO
PASTO (CT),CENTRO
PASTO (CT),LA CAROLINA
PASTO (CT),SAN IGNACIO
PASTO (CT),LA AURORA
PASTO (CT),LA AURORA
PASTO (CT),CENTRO
PASTO (CT),PRAGA
PASTO (CT),PEDAGOGICO
PASTO (CT),CENTRO
PASTO (CT),PARQUE BOLIVAR
PASTO (CT),SOL DE ORIENTE
PASTO (CT),ATAHUALPA
PASTO (CT),IDEMA
PASTO (CT),VILLA FLOR I
CUCUTA (CT),BARRIO SAN LUIS
CUCUTA (CT),BARRIO PRADOS DEL ESTE
CUCUTA (CT),BARRIO BAJO PAMPLONITA
CUCUTA (CT),BARRIO PUEBLO NUEVO
CUCUTA (CT),BARRIO ATALAYA 1 ETAPA
CUCUTA (CT),SEIS DE ENERO
CUCUTA (CT),BARRIO GAITAN
CUCUTA (CT),BARRIO EL LLANO
OCANHA,SECTOR EL UVITO
OCANHA,SECTOR EL UVITO
VILLA DEL ROSARIO,BARRIO MONTEVIDEO
ARMENIA (CT),MARIA CRISTINA
ARMENIA (CT),LAS AMERICAS
CALARCA,ZONA CENTRO
DOSQUEBRADAS,VDA. FILO BONITO BAJO
PEREIRA (CT),CENTRO (A) PEREIRA
PEREIRA (CT),CENTRO (A) PEREIRA
PEREIRA (CT),SAN JOSE SUR
PEREIRA (CT),CENTRO (A) PEREIRA
PEREIRA (CT),SECTOR PLAZA DE BOLIVAR
PEREIRA (CT),INTERMEDIO (V/SANTANA)
PEREIRA (CT),CONSTRUCTORES
PEREIRA (CT),CENTRO (A) PEREIRA
PEREIRA (CT),CENTRO (A) PEREIRA
SANTA ROSA DE CABAL,B. BOSQUES DE SANTA ANA I
BARRANCABERMEJA,CIUDADELA PIPATON
BARRANCABERMEJA,GALAN GOMEZ
BUCARAMANGA (CT),CABECERA DEL LLANO
BUCARAMANGA (CT),MIRAFLORES
BUCARAMANGA (CT),CENTRO
BUCARAMANGA (CT),GOMEZ NINHO
BUCARAMANGA (CT),LA AURORA
BUCARAMANGA (CT),BOLIVAR
BUCARAMANGA (CT),SAN FRANCISCO
GIRON,RINCON DE GIRON
PIEDECUESTA,LA RIOJA
MORROA,SAN BLAS
IBAGUE (CT),HACIENDA PIEDRAPINTADA
IBAGUE (CT),CASA CLUB
PURIFICACION,VRDA. EL TAMBO
CALI (CT),ANGEL DEL HOGAR E7
CALI (CT),SILOE E20
CALI (CT),EL LIMONAR E17
CALI (CT),REPUBLICA ISRAEL E16
CALI (CT),ALFONSO LOPEZ I E7
CALI (CT),CRISTOBAL COLON E10
CALI (CT),LA FLORESTA E8
CALI (CT),LA MERCED E3
CALI (CT),TERRON COLORADO E1
CALI (CT),PRIMERO DE MAYO E17
CALI (CT),ALAMEDA E9
EL CERRITO,CGTO  TENERIFE
GUADALAJARA DE BUGA,EL ALBERGUE
JAMUNDI,JUAN DE AMPUDIA E24
PALMIRA,CENTRAL
PALMIRA,CORREGIMIENTO LA DOLORES
ITAGUI,SANTA MARIA LA NUEVA
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),CENTRO S.C.
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),SAN PABLO C-1
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),CENTRO ADMINISTRATIVO C-10
MEDELLIN (CT),VILLANUEVA C-10
MEDELLIN (CT),EL DIAMANTE 2 C-14
MEDELLIN (CT),GUAYAQUIL C-10
MEDELLIN (CT),BOMBONA 1 C-10
MEDELLIN (CT),ESTADIO C-11
MEDELLIN (CT),LA CASTELLANA C-11
MEDELLIN (CT),UINIVERSIDAD DE ANTIOQUIA  C-4
MEDELLIN (CT),MANRIQUE 2  C-3
MEDELLIN (CT),EL CHAGUALO C-10
MEDELLIN (CT),LA AGUACATALA C-14
BARRANQUILLA (CT),VILLA SAN PEDRO II
BARRANQUILLA (CT),REBOLO
BARRANQUILLA (CT),LAS ESMERALDA
BARRANQUILLA (CT),COLOMBIA
SOLEDAD,VILLA ESTADIO I
CARTAGENA (CT),EL CAMPESTRE
CARTAGENA (CT),SAN JOSE OBRERO
CARTAGENA (CT),PASEO DE BOLIVAR
CHIQUINQUIRA,BARRIO POPULAR
TUNJA (CT),BARRIO ALTAMIRA
MANIZALES (CT),CENTRO
MANIZALES (CT),FUNDADORES
MANIZALES (CT),LA SULTANA
FLORENCIA (CT),EL CENTRO
FLORENCIA (CT),LA VEGA
FLORENCIA (CT),TORASSO
FLORENCIA (CT),LOS ALPES
MIRANDA,CENTRO
POPAYAN (CT),LA PAZ
POPAYAN (CT),VALENCIA
POPAYAN (CT),VDA LAS TRES CRUCES
PUERTO TEJADA,ALTOS DE PARIS
VALLEDUPAR (CT),FUNDADORES
VALLEDUPAR (CT),CALLEJA DEL NORTE
VALLEDUPAR (CT),CALLEJA DEL NORTE
VALLEDUPAR (CT),GARUPAL I
VALLEDUPAR (CT),DON CARMELO
MONTERIA (CT),LA CASTELLANA
MONTERIA (CT),VILLA CAMPESTRE
BOGOTA D.C. (CT),EL RESTREPO E-15
BOGOTA D.C. (CT),UNIVERSIDAD NACIONAL E-13
BOGOTA D.C. (CT),ALMACEN CAFAM LA FLORESTA E-12
BOGOTA D.C. (CT),BELALCAZAR E-13
BOGOTA D.C. (CT),SAN ANTONIO NORTE E-1
BOGOTA D.C. (CT),URB. MADELENA I Y II SECTOR E-19
BOGOTA D.C. (CT),CIUDAD SALITRE E-9
BOGOTA D.C. (CT),RESTREPO E-15
BOGOTA D.C. (CT),TIBABUYES E-11
BOGOTA D.C. (CT),PALERMO E-13
BOGOTA D.C. (CT),SAN JOSE E-9
BOGOTA D.C. (CT),PRADO PINZON E-11
BOGOTA D.C. (CT),URB. GALICIA E-19
BOGOTA D.C. (CT),URB. CLARET EL CARMEN E-6
BOGOTA D.C. (CT),PATIO BONITO I E-8
BOGOTA D.C. (CT),GRAN YOMASA E-5
BOGOTA D.C. (CT),EL POA E-11
BOGOTA D.C. (CT),BALCANES E-4
BOGOTA D.C. (CT),CHICO I E-2
BOGOTA D.C. (CT),SAN CARLOS PREDIO SAN JOSE E-6
BOGOTA D.C. (CT),CHAPINERO CENTRAL E-2
BOGOTA D.C. (CT),NUEVO KENNEDY E-8
BOGOTA D.C. (CT),PASADENA ROYAL E-11
BOGOTA D.C. (CT),URB. MADELENA I Y II SECTOR E-19
BOGOTA D.C. (CT),CIUDAD JARDIN SUR E-15
BOGOTA D.C. (CT),BOSA CENTRO E-7
BOGOTA D.C. (CT),RICAURTE E-14
BOGOTA D.C. (CT),BELEN E-9
BOGOTA D.C. (CT),BOSTON E-9
BOGOTA D.C. (CT),PRIMAVERA NUEVA E-16
BOGOTA D.C. (CT),SAN CARLOS E-1
BOGOTA D.C. (CT),VILLA DEL PRADO E-11
BOGOTA D.C. (CT),GALAN E-16
BOGOTA D.C. (CT),FERIAS E-10
BOGOTA D.C. (CT),SAN FRANCISCO E-19
BOGOTA D.C. (CT),URB. MADELENA III Y IV SECTOR E-19
BOGOTA D.C. (CT),CHAPINERO CENTRAL E-2
BOGOTA D.C. (CT),URB. SAN GABRIEL E-16
BOGOTA D.C. (CT),SAN MARTIN DE LOBA E-4
BOGOTA D.C. (CT),LAS NIEVES E-3
BOGOTA D.C. (CT),ALTAMIRA E-4
BOGOTA D.C. (CT),NORMANDIA E-10
BOGOTA D.C. (CT),CHICO NAVARRA E-1
BOGOTA D.C. (CT),OLARTE E-7
BOGOTA D.C. (CT),SANTA FE E-14
GIRARDOT,CENTRO
HATONUEVO,15 DE FEBRERO
HATONUEVO,15 DE FEBRERO
NEIVA (CT),BELLA VISTA
NEIVA (CT),ALAMOS NORTE
NEIVA (CT),SAN MARTIN DE PORRES
NEIVA (CT),SAN MARTIN DE PORRES
NEIVA (CT),LUIS IGNACIO ANDRADE
NEIVA (CT),LAS BRISAS
NEIVA (CT),EL LIMONAR
NEIVA (CT),EL LIMONAR
NEIVA (CT),TIMANCO
PITALITO,CACHINGOS
SANTA MARTA (CT),CENTRO
VILLAVICENCIO (CT),VEGA
VILLAVICENCIO (CT),PORVENIR
PASTO (CT),ATAHUALPA
PASTO (CT),PANDIACO
PASTO (CT),BOMBONA
PASTO (CT),LA AURORA
PASTO (CT),EL DORADO
CUCUTA (CT),BARRIO QUINTA VELE
CUCUTA (CT),BARRIO CENTRO
CUCUTA (CT),BARRIO LATINO
CUCUTA (CT),BARRIO CONTENTO
CUCUTA (CT),BARRIO SEVILLA
ARMENIA (CT),PUERTO ESPEJO
ARMENIA (CT),PUERTO ESPEJO
ARMENIA (CT),PARQUE SUCRE
ARMENIA (CT),LA CASTELLANA
ARMENIA (CT),SECTOR ESTACION FERROCARRIL
CALARCA,COLON
CALARCA,ZONA CENTRO
PEREIRA (CT),CENTRO (A) PEREIRA
PEREIRA (CT),CENTRO (A) PEREIRA
PEREIRA (CT),SECTOR GALERIA CENTRAL
PEREIRA (CT),LUIS ALBERTO DUQUE
PEREIRA (CT),PERLA DEL SUR
BARBOSA,EL TRAPICHE
BUCARAMANGA (CT),CENTRO
BUCARAMANGA (CT),BUCARAMANGA
BUCARAMANGA (CT),QUINTA ESTRELLA
BUCARAMANGA (CT),BUCARAMANGA
FLORIDABLANCA,MONTE BLANCO
FLORIDABLANCA,CANHAVERAL
FLORIDABLANCA,CANHAVERAL
FLORIDABLANCA,CANHAVERAL
FLORIDABLANCA,LOS ALARES
FLORIDABLANCA,LOS ALARES
GIRON,POBLADO
GIRON,POBLADO
PIEDECUESTA,CIUDADELA SURATOQUE I
IBAGUE (CT),JARDIN I ETAPA
IBAGUE (CT),LA UNION
IBAGUE (CT),JORDAN IV ETAPA
CALI (CT),SILOE E20
CALI (CT),ALAMEDA E9
CALI (CT),EL LIDO E19
CALI (CT),EL PONDAJE E13
CALI (CT),TERRON COLORADO E1
CALI (CT),BENJAMIN HERRERA E8
CALI (CT),SAN MARINO E7
CALI (CT),SIETE DE AGOSTO E7
CALI (CT),ALFONSO LOPEZ III E7
CALI (CT),GUAYAQUIL E9
CALI (CT),POPULAR E4
CALI (CT),VERSALLES E2
CALI (CT),LAS CEIBAS E7
CALI (CT),EL CEDRO E19
CALI (CT),REPUBLICA ISRAEL E16
CALI (CT),LOS ALCAZARES E6
CALI (CT),SAN ANTONIO E3
CALI (CT),SANTA MONICA POPULAR E8
GUADALAJARA DE BUGA,JORGE ELIECER GAITAN
PALMIRA,RECREO
PALMIRA,FATIMA
PALMIRA,URB. POBLADO CAMFAUNION
BELLO,CIUDADELA DEL NORTE
ITAGUI,YARUMITO
MEDELLIN (CT),VILLANUEVA C-10
MEDELLIN (CT),LA PINHUELA  C-4
MEDELLIN (CT),SURAMERICANA C-11
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),LAURELES C-11
MEDELLIN (CT),EL RINCON C-16
MEDELLIN (CT),SEVILLA  C-4
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),BOMBONA 1 C-10
MEDELLIN (CT),BARRIO COLON C-10
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),PICACHO C-6
MEDELLIN (CT),DOCE DE OCTUBRE C-6
MEDELLIN (CT),CONQUISTADORES C-11
MEDELLIN (CT),BOSTON C-10
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),LAURELES C-11
MEDELLIN (CT),LA CANDELARIA C-10
MEDELLIN (CT),CAMPO AMOR C-15
MEDELLIN (CT),VILLA CARLOTA C-14
MEDELLIN (CT),ESTACION VILLA C-10
MEDELLIN (CT),ESTACION VILLA C-10
MEDELLIN (CT),SAN BENITO C-10
MEDELLIN (CT),PROGRESO C-5
MEDELLIN (CT),BELLO HORIZONTE C-7
BARRANQUILLA (CT),SAN JOSE
BARRANQUILLA (CT),LOS OLIVOS I
BARRANQUILLA (CT),SIMON BOLIVAR
SOLEDAD,COSTA HERMOSA
SOLEDAD,LOS ALMENDROS III
CHINCHINA,CENTRO
CHINCHINA,CENTRO
MANIZALES (CT),BARRIO EL CARIBE
MANIZALES (CT),CENTRO
FLORENCIA (CT),PALERMO
YOPAL (CT),LOS ALMENDROS
YOPAL (CT),MARIA PAZ
SANTANDER DE QUILICHAO,CENTRO
VALLEDUPAR (CT),MARIA CAMILA
QUIBDO (CT),MIS ESFUERZOS
CERETE,RUTA CERETE SAN PELAYO
MONTERIA (CT),BUENAVISTA
MONTERIA (CT),MOGAMBO
BOGOTA D.C. (CT),ALCAPARROS I-II E-11
BOGOTA D.C. (CT),VILLA MARIA I E-11
BOGOTA D.C. (CT),LOS MOLINOS DEL SUR E-18
BOGOTA D.C. (CT),CHAPINERO ALTO E-2
BOGOTA D.C. (CT),CHAPINERO CENTRAL E-2
BOGOTA D.C. (CT),LA URIBE E-1
BOGOTA D.C. (CT),TEUSAQUILLO E-13
BOGOTA D.C. (CT),BOSA NOVA E-7
BOGOTA D.C. (CT),LA CONCEPCION E-12
BOGOTA D.C. (CT),URB. SANTA RITA I SECTOR E-16
BOGOTA D.C. (CT),ONEIDA  E-8
BOGOTA D.C. (CT),PALERMO E-13
BOGOTA D.C. (CT),LAS AGUAS E-3
BOGOTA D.C. (CT),PRADO VERANIEGO E-11
CALI (CT),SAN LUIS E6
BOGOTA D.C. (CT),TEUSAQUILLO E-13
BOGOTA D.C. (CT),CHAPINERO CENTRAL E-2
BOGOTA D.C. (CT),TIBABITA E-1
BOGOTA D.C. (CT),SABANA GRANDE E-9
BOGOTA D.C. (CT),JOSE JOAQUIN VARGAS E-12
BOGOTA D.C. (CT),CENTRO INTERNACIONAL E-3
BOGOTA D.C. (CT),URB. SAN GABRIEL E-16
BOGOTA D.C. (CT),QUIRIGUA I E-10
BOGOTA D.C. (CT),SANTANDERCITO E-1
BOGOTA D.C. (CT),EL PINO E-11
BOGOTA D.C. (CT),URB. SAN PATRICIO E-1
BOGOTA D.C. (CT),CHICO NORTE I E-2
BOGOTA D.C. (CT),QUIRIGUA I E-10
BOGOTA D.C. (CT),CARVAJAL E-8
BOGOTA D.C. (CT),LAS NIEVES E-3
BOGOTA D.C. (CT),SAN JOSE DE FONTIBON E-9
BOGOTA D.C. (CT),BELLA VISTA SUR E-4
BOGOTA D.C. (CT),CANDELARIA LA NUEVA I SECTOR E-19
BOGOTA D.C. (CT),LA LIBERTAD E-7
BOGOTA D.C. (CT),VOTO NACIONAL E-14
BOGOTA D.C. (CT),LA PORCIUNCULA E-2
BOGOTA D.C. (CT),CIUDAD SALITRE II E-13
BOGOTA D.C. (CT),LAS AGUAS E-3
BOGOTA D.C. (CT),URB. CLARET EL CARMEN E-6
BOGOTA D.C. (CT),CIUDAD GALAN E-8
BOGOTA D.C. (CT),CIUDAD KENNEDY CENTRAL E-8
BOGOTA D.C. (CT),ALTOS DEL REDIL E-1
BOGOTA D.C. (CT),LA GRANJA NORTE E-1
BOGOTA D.C. (CT),CIUDAD JARDIN SUR E-15
BOGOTA D.C. (CT),TEUSAQUILLO E-13
BOGOTA D.C. (CT),LAS AGUAS E-17
BOGOTA D.C. (CT),VERBENAL E-1
BOGOTA D.C. (CT),BONANZA E-10
BOGOTA D.C. (CT),GALAN E-16
BOGOTA D.C. (CT),7 DE AGOSTO E-12
BOGOTA D.C. (CT),LOS MOLINOS I SECTOR E-18
GIRARDOT,BARBULA
ZIPAQUIRA,CENTRO
NEIVA (CT),SAN SILVESTRE
NEIVA (CT),SANTA ISABEL
NEIVA (CT),ORO NEGRO
NEIVA (CT),CENTRO
PITALITO,POPULAR
SANTA MARTA (CT),SAN JOSE
SANTA MARTA (CT),PORVENIR
SANTA MARTA (CT),CRISTO REY
SANTA MARTA (CT),PANDO
SANTA MARTA (CT),JARDIN
VILLAVICENCIO (CT),VIRREY
VILLAVICENCIO (CT),FLORENCIA
IPIALES,CENTRO
PASTO (CT),MIJITAYO ALTO
PASTO (CT),CENTRO
PASTO (CT),EL PILAR
PASTO (CT),TORO BAJO
PASTO (CT),GRANADA I
PASTO (CT),SAN IGNACIO
PASTO (CT),CHAMBU I
PASTO (CT),INEM
PASTO (CT),PEDAGOGICO
CUCUTA (CT),BARRIO CALLEJON
CUCUTA (CT),BARRIO SAN JOSE
CUCUTA (CT),BARRIO LATINO
