BARRIO,ZONA
VIA CALI-LOBOGUERRERO,RURAL
EL JARDIN E24,URBANA
LA TRINIDAD,URBANA
VERSALLES,URBANA
URB. EL BOSQUE,URBANA
URB. EL BOSQUE,URBANA
SANTA ISABEL,URBANA
VDA LOMITAS,URBANA
CORREGIMIENTO SANTA RITA,RURAL
SAJONIA,URBANA
CGTO MULALO E25,URBANA
TRINIDAD I E25,URBANA
TRINIDAD I E25,URBANA
LA CABANHA,URBANA
LA MADERA,URBANA
GRAN AVENIDA,URBANA
MANCHESTER,URBANA
VDA. PRIMAVERA,RURAL
LA CATALINA,URBANA
LAS VEGAS,URBANA
ESTACION VILLA C-10,URBANA
SANTA MARIA DE LOS ANGELES C-14,URBANA
BOLIVARIANA C-11,URBANA
MANILA C-14,URBANA
BARRIO COLON C-10,URBANA
LAURELES C-11,URBANA
TRICENTENARIO C-5,URBANA
LA PINHUELA  C-4,URBANA
ESTACION VILLA C-10,URBANA
ESTACION VILLA C-10,URBANA
BOSTON C-10,URBANA
MANRIQUE 1  C-4,URBANA
PARQUE NORTE C-4,URBANA
LA CANDELARIA C-10,URBANA
VIA SANTA ELENA  C-9,RURAL
LA GLORIA C-16,URBANA
BOMBONA 1 C-10,URBANA
BOLIVARIANA C-11,URBANA
LA PRADERA C-13,URBANA
LA FLORESTA C-12,URBANA
EL DANUBIO C-12,URBANA
LA AMERICA C-12,URBANA
LA PALMA C-16,URBANA
BOLIVARIANA C-11,URBANA
CARIBE C-5,URBANA
LA CANDELARIA C-10,URBANA
LOS BALSOS 1 C-14,URBANA
MANILA C-14,URBANA
EL CARMELO,RURAL
CORDOBA,URBANA
ESPANHA,URBANA
VILLA CAROLINA,URBANA
ROMANCE,URBANA
CEVILLAR,URBANA
COLOMBIA,URBANA
LAS MERCEDES,URBANA
EL HIPODROMO,URBANA
CRESPO,URBANA
EL CAMPESTRE,URBANA
EL CABRERO,URBANA
CRESPO,URBANA
SAN PEDRO,URBANA
VDA. SAN ONOFRE,RURAL
EL CARMEN,URBANA
BARRIO SAN ANTONIO,URBANA
BARRIO SANTA INES,URBANA
BARRIO LOS CEDROS,URBANA
EL RAICERO,URBANA
EL RAICERO,URBANA
CIRCACIA,URBANA
LAS MALVINAS,URBANA
PUEBLO NUEVO,URBANA
EL CENTRO,URBANA
OBRERO,URBANA
CENTRO,URBANA
MORALES DUQUE,URBANA
CENTRO,URBANA
7 DE AGOSTO,URBANA
KENNEDY,URBANA
URB.LOS MAYALES,URBANA
AZUCAR BUENA,URBANA
CENTRO COMERCIAL LOS MAYALES,URBANA
EL CARMEN,URBANA
LOS CACIQUES,URBANA
LA NEVADA,URBANA
CHAMBLUN,URBANA
6 DE MARZO,URBANA
EL CENTRO,URBANA
LAS CRUCES E-3,URBANA
LA CONCEPCION E-12,URBANA
ALQUERIA LA FRAGUA E-8,URBANA
ALAMEDA E-3,URBANA
SAN DIEGO E-3,URBANA
LA CAPUCHINA E-3,URBANA
LA PRIMAVERA E-8,URBANA
RESTREPO E-15,URBANA
SAN FELIPE E-12,URBANA
URB. LA COLINA CAMPESTRE I SECTOR E-11,URBANA
VEINTE DE JULIO E-4,URBANA
URB. VERAGUAS E-16,URBANA
CONTADOR E-1,URBANA
SUBA CENTRO E-11,URBANA
LAS NIEVES E-3,URBANA
EL VERGEL E-14,URBANA
CHAPINERO CENTRAL E-2,URBANA
CALATRAVA E-11,URBANA
DANUBIO AZUL E-5,URBANA
SOTAVENTO II SECTOR E-19,URBANA
LA SOLEDAD E-13,URBANA
JOSE JOAQUIN VARGAS E-12,URBANA
URB. TIMIZA E-8,URBANA
VILLA DEL RINCON E-11,URBANA
URB. SANTA MARGARITA E-11,URBANA
LOS PINARES E-11,URBANA
PORFIA,URBANA
RICAURTE E-14,URBANA
CENTRO USME E-5,URBANA
SANTA ISABEL E-14,URBANA
URB. LA CORUNHA E-19,URBANA
SAN BERNARDO E-3,URBANA
COMPARTIR E-19,URBANA
FONTIBON CENTRO E-9,URBANA
LA CAROLINA E-1,URBANA
GRAN AMERICA E-13,URBANA
EL CARDAL,URBANA
SAN FRANCISCO DE ASIS,URBANA
LOMA FRESCA,URBANA
LAS AMERICAS,URBANA
SAN CARLOS,URBANA
SAN MARTIN,URBANA
LOS FUNDADORES,URBANA
SANTA ANA,URBANA
17 DE DICIEMBRE,URBANA
CENTRO,URBANA
ARAGUANEY,URBANA
SAN ISIDRO,URBANA
LA ROCHELA,URBANA
VILLA BOLIVAR,URBANA
MADRIGAL,URBANA
BOSQUE,URBANA
BARZAL ALTO,URBANA
CENTRO,URBANA
CENTENARIO,URBANA
PRAGA,URBANA
PALERMO,URBANA
CENTRO,URBANA
CENTRO,URBANA
BARRIO GAITAN,URBANA
BARRIO CONTENTO,URBANA
BARRIO LA VICTORIA,URBANA
BARRIO PUEBLITO ESPANHOL,URBANA
URBANIZACION MONACO,URBANA
BARRIO LA PALMITA,URBANA
LA CASTILLA,URBANA
SECTOR COLISEO DEL CAFE,URBANA
URIBE,URBANA
SIMON BOLIVAR,URBANA
CENTRO,URBANA
MILAN,URBANA
MARACAY,URBANA
MARACAY,URBANA
LA PRADERA,URBANA
BARRIO SARIE BAY,URBANA
VIA BUCARAMANGA,RURAL
VDA. CAMPO 14,RURAL
COMUNEROS,URBANA
CIUDADELA REAL DE MINAS,URBANA
CABECERA DEL LLANO,URBANA
URB. CIUDAD BOLIVAR,URBANA
OLAS BAJAS,URBANA
COMUNEROS,URBANA
ALFONSO LOPEZ,URBANA
GONZALEZ CHAPARRO,URBANA
SANTA CRUZ,URBANA
LA CASTELLANA,URBANA
CALLE SUCRE,URBANA
PIONEROS,URBANA
VRDA. TAJO MEDIO,URBANA
VRDA. SUCRE,RURAL
AVENIDA,URBANA
LA GAVIOTA,URBANA
CENTRO,URBANA
FUENTE LOS ROSALES II,URBANA
PORTALES DEL NORTE,URBANA
CENTRO,URBANA
HIPODROMO,URBANA
LA POLA,URBANA
GAITAN PARTE BAJA,URBANA
VIA MEDIACANOA / LA VIRGINIA,RURAL
LILI E17,URBANA
COLSEGUROS ANDES E10,URBANA
PIZAMOS I E21,URBANA
LAS ACACIAS E10,URBANA
URB. CIUDAD JARDIN E22,URBANA
MELENDEZ E18,URBANA
CIUDAD CORDOBA E15,URBANA
SAN JOAQUIN E17,URBANA
ALFONSO LOPEZ I E7,URBANA
CAMINO REAL - J BORRERO E19,URBANA
URB. CIUDAD JARDIN E22,URBANA
SAN PEDRO E3,URBANA
UNICENTRO CALI E17,URBANA
SANTA ROSA E3,URBANA
ANTONIO NARINHO E16,URBANA
CIUDADELA CONFANDI E17,URBANA
PRADO,URBANA
LOS CRISTALES,URBANA
BARRIO NUEVO,URBANA
VILLA CLAUDIA,URBANA
SECTOR INDUSTRIAL ACOPI  (25-2),URBANA
SANTA TERESITA,RURAL
ALTOS DE NIQUIA,URBANA
SAN JOSE OBRERO,URBANA
VIA SAN PEDRO,URBANA
LA BRIZUELA,RURAL
BARRIO COLON C-10,URBANA
ESTADIO C-11,URBANA
ESTADIO C-11,URBANA
VDA. PEDREGAL ALTO S.C.,RURAL
CORDOBA C-7,URBANA
EL POBLADO C-14,URBANA
LAS ACACIAS C-11,URBANA
PATIO BONITO C-14,URBANA
SAN PEDRO  C-4,URBANA
ESTADIO C-11,URBANA
VILLA FLORA C-7,URBANA
LA GLORIA C-16,URBANA
LOS BALSOS 1 C-14,URBANA
LA CANDELARIA C-10,URBANA
LA CANDELARIA C-10,URBANA
SANTO DOMINGO  1 C-1,URBANA
PRADO C-10,URBANA
EL DIAMANTE C-7,URBANA
ESTACION VILLA C-10,URBANA
LA CANDELARIA C-10,URBANA
BARRIO COLON C-10,URBANA
CARIBE C-5,URBANA
CALLE NUEVA C-10,URBANA
BARRIO COLOMBIA C-14,URBANA
EL CARMELO,URBANA
ALDEA LA MACARENA,URBANA
SANTA TERESA,URBANA
LAS DELICIAS,URBANA
CIUDADELA 20 DE JULIO,URBANA
SAN ISIDRO,URBANA
CIUDADELA 20 DE JULIO,URBANA
LA ARBOLEDA,URBANA
VILLA ADELA I,URBANA
ALTOS DE LOS ROBLES VIP,URBANA
BOCAGRANDE,URBANA
REP. DEL LIBANO,URBANA
SECTOR SAN MARTIN,URBANA
BARRIO RICAUTE,URBANA
SITIO PENITENCIARIA EL BARNE,RURAL
SAN JOSE,URBANA
BARRIO LA GRANJA,URBANA
BARRIO LA GRANJA,URBANA
BARRIO SAN IGNACIO,URBANA
VILLA CARMENZA,URBANA
VILLA CARMENZA,URBANA
CAMPO AMOR,URBANA
BARRIO LLERAS,URBANA
EL PRADO,URBANA
CENTRO,URBANA
FATIMA,URBANA
BOLIVAR,URBANA
EL PORVENIR,URBANA
SAN MARTIN,URBANA
ALFONSO LOPEZ,URBANA
SAN MARTIN,URBANA
URB. ALTAGRACIA,URBANA
PARQUE LA VALLENATA,URBANA
EL RECREO,URBANA
CANTACLARO,URBANA
COLON,URBANA
LA SAMARIA,URBANA
LA IGUALDAD E-8,URBANA
TEUSAQUILLO E-13,URBANA
JOSE JOAQUIN VARGAS E-12,URBANA
LAS CRUCES E-3,URBANA
RICAURTE E-14,URBANA
QUIROGA IHS ETAPA E-18,URBANA
RESTREPO E-15,URBANA
MODELIA E-9,URBANA
BOSA E-7,URBANA
EL PINO E-11,URBANA
LAS AGUAS E-3,URBANA
CENTRO USME E-5,URBANA
ESTRELLA DEL NORTE E-1,URBANA
SAN MARTIN E-7,URBANA
URB. LOS MOLINOS E-1,URBANA
LOS HAYUELOS E-9,URBANA
MONTEVIDEO E-9,URBANA
GORGONZOLA E-16,URBANA
PORTAL DE SAN CARLOS E-18,URBANA
LAS NIEVES E-3,URBANA
GALERIAS E-13,URBANA
LA URIBE E-1,URBANA
LAS AGUAS E-17,URBANA
LA AMISTAD BOSA E-7,URBANA
URB. SAN DIEGO E-3,URBANA
SANTA MONICA E-12,URBANA
LAS MARGARITAS E-8,URBANA
JACQUELINE E-8,URBANA
EL TINTAL E-8,URBANA
EL PESEBRE E-18,URBANA
ONEIDA  E-8,URBANA
SAN DIEGO E-3,URBANA
SAN ANTONIO E-15,URBANA
QUIROGA IHS ETAPA E-18,URBANA
CENTRO,URBANA
TRAMO DE VIA,RURAL
COOPERATIVO,URBANA
CUARTO CENTENARIO,URBANA
JOSE EUSTACIO RIVERA,URBANA
CENTRO,URBANA
PARAISO,URBANA
LA PLAYA,URBANA
HENEQUEN,URBANA
URBANIZACION ANDREA CAROLINA,URBANA
LAS AMERICAS,URBANA
SILVIA ROSA,URBANA
URBANIZACION CIUDAD DEL SOL,URBANA
SANTA ANA,URBANA
LIBERTADOR,URBANA
SAN FRANCISCO,URBANA
JARDIN,URBANA
GAITAN,URBANA
VILLA JULIA,URBANA
VILLA JULIA,URBANA
VILLA JULIA,URBANA
LA ESPERANZA,URBANA
CENTRO,URBANA
LOS CEREZOS,URBANA
CAUDAL ORIENTAL,URBANA
CAUDAL ORIENTAL,URBANA
VILLA JULIA,URBANA
VILLA JULIA,URBANA
SAN BENITO,URBANA
ROSA BLANCA,URBANA
BARZAL BAJO,URBANA
LA ESCALA,URBANA
MARIDIAZ,URBANA
TEQUENDAMA,URBANA
MIJITAYO ALTO,URBANA
CENTRO,URBANA
AVENIDA BOYACA,URBANA
CENTRO,URBANA
PALERMO,URBANA
SAN FELIPE,URBANA
VEREDA BOTANILLA,RURAL
BARRIO SAN EDUARDO,URBANA
BARRIO BOGOTA,URBANA
BARRIO BOGOTA,URBANA
BARRIO BOGOTA,URBANA
BARRIO BOGOTA,URBANA
BARRIO BOGOTA,URBANA
BARRIO ALFONSO LOPEZ,URBANA
URBANIZACION CENTRAL,URBANA
BARRIO EL PARAMO,URBANA
VDA. PUEBLO VIEJO,RURAL
MONTEVIDEO,URBANA
VDA.CAIMO,RURAL
VDA.CAIMO,RURAL
LA CLARITA,URBANA
LAS AMERICAS,URBANA
LA ESTACION,URBANA
EL JAPON,URBANA
MONSERRATE,URBANA
SECTOR PARQUE EL LAGO,URBANA
EL CENTRO,URBANA
ANTONIA SANTOS,URBANA
GAITAN,URBANA
SAN FRANCISCO,URBANA
SOTOMAYOR,URBANA
LOS ANGELES,URBANA
RUITOQUE BAJO,URBANA
CANHAVERAL,URBANA
LAGOS II,URBANA
BAHONDO,URBANA
SAN RAFAEL P/TA,URBANA
NUEVA COLOMBIA,URBANA
VILLA CONCHA,URBANA
SAN MIGUEL,URBANA
LAS DELICIAS,URBANA
RAFAEL NUNHEZ,URBANA
BOGOTA,URBANA
SIERRA FLOR,RURAL
LA MARIA,URBANA
VILLA  MADY,URBANA
SAN ANTONIO,URBANA
VILLA CATALINA,URBANA
EL POBLADO,URBANA
JORDAN VI ETAPA,URBANA
SIMON BOLIVAR,URBANA
SIMON BOLIVAR,URBANA
INTERLAKEN,URBANA
LOS MARTIRES,URBANA
CENTRO,URBANA
SAN NICOLAS E3,URBANA
ALFONSO B. ARAGON E14,URBANA
SAN PEDRO E3,URBANA
EVARISTO GARCIA E4,URBANA
LOS CAMBULOS E19,URBANA
CIUDADELA FLORALIA E6,URBANA
CIUDADELA FLORALIA E6,URBANA
SAN PEDRO E3,URBANA
LA HACIENDA E17,URBANA
OBRERO E9,URBANA
CAMINO REAL - J BORRERO E19,URBANA
EL CALVARIO E3,URBANA
NUEVA TEQUENDAMA E19,URBANA
ALFONSO B. ARAGON E14,URBANA
EL GRAN LIMONAR E17,URBANA
BELLAVISTA E19,URBANA
SAN ANTONIO E3,URBANA
U.R. SANTIAGO DE CALI E19,URBANA
URB. MILITAR E19,URBANA
DIAMANTE E13,URBANA
SUCRE E9,URBANA
PAMPA LINDA E19,URBANA
VALLE GRANDE E21,URBANA
SAN NICOLAS E3,URBANA
SAN LUIS E6,URBANA
EL CALVARIO E3,URBANA
POTRERO GRANDE E21,URBANA
CIUDAD 2000 E16,URBANA
LIBERTAD,URBANA
PRIMERO DE MAYO E24,URBANA
HACIENDA BUENOS AIRES,URBANA
POPULAR MODELO,URBANA
EL CENTRO,URBANA
SAN JOSE (LETICIA),URBANA
SANTA MONICA,RURAL
PRADO,URBANA
ESPIRITU SANTO,URBANA
LA MADERA,URBANA
VDA. SAN FELIX,RURAL
PANAMERICANO,URBANA
MANCHESTER,URBANA
VIA PRINCIPAL (TRONCAL),RURAL
LA PEDRERA,URBANA
LAS VEGAS,URBANA
SANTA MARIA # 3,URBANA
SANTA ANA,URBANA
EL SALVADOR  C-9,URBANA
ESTACION VILLA C-10,URBANA
BELEN C-16,URBANA
BOSTON C-10,URBANA
NUEVA VILLA DE ABURRA C-16,URBANA
LA CASTELLANA C-11,URBANA
LA CANDELARIA C-10,URBANA
LA CANDELARIA C-10,URBANA
BARRIO COLOMBIA C-14,URBANA
BELEN C-16,URBANA
LA CANDELARIA C-10,URBANA
SANTA CRUZ  C-2,URBANA
CUARTA BRIGADA C-11,URBANA
ESTACION VILLA C-10,URBANA
LA CANDELARIA C-10,URBANA
CALLE NUEVA C-10,URBANA
LOS BALSOS 1 C-14,URBANA
SAN ANTONIO C-8,URBANA
GUAYABAL C-15,URBANA
LA CANDELARIA C-10,URBANA
SANTO DOMINGO  2 C-1,URBANA
EL POBLADO C-14,URBANA
GIRARDOT C-5,URBANA
LA CANDELARIA C-10,URBANA
SECTOR SAN ANTONIO,URBANA
CORDIALIDAD,URBANA
CENTRO,URBANA
SAN JUAN BOSCO,URBANA
EL CENTRO,URBANA
SECTOR EL CENTRO,URBANA
BARRIO REMPUJO,URBANA
CENTRO,URBANA
VDA. CENTRO,RURAL
BARRIO LIBERTADOR,URBANA
BENGALA,URBANA
CENTRO,URBANA
VILLA CARMENZA,URBANA
CENTRO,URBANA
CENTRO,URBANA
LAS MALVINAS,URBANA
LA NIATA,RURAL
LA FLORESTA,URBANA
LA ELISA,URBANA
LA ELISA,URBANA
SANTA ELENA,URBANA
LA SOMBRILLA,URBANA
JOSE MARIA OBANDO,URBANA
SAN JOSE,URBANA
EL RECUERDO,URBANA
ALMENDROS,URBANA
FUNDADORES,URBANA
FUNDADORES,URBANA
NOVALITO,URBANA
NOVALITO,URBANA
7 DE AGOSTO,URBANA
CARACOLI,URBANA
CARACOLI,URBANA
EL CENTRO,URBANA
URB. BELMIRA E-1,URBANA
LAS MARGARITAS E-8,URBANA
URB. GUACAMAYAS E-4,URBANA
PATIO BONITO I E-8,URBANA
RICAURTE E-14,URBANA
MARLY E-2,URBANA
RICAURTE E-14,URBANA
RICAURTE E-14,URBANA
RICAURTE E-14,URBANA
MANDALAY I ETAPA E-8,URBANA
POLO CLUB E-12,URBANA
GORGONZOLA E-16,URBANA
JULIO FLOREZ E-11,URBANA
VILLA ROSITA E-4,URBANA
EL RETIRO E-2,URBANA
SAN DIEGO E-3,URBANA
CARVAJAL E-8,URBANA
SAN PABLO E-7,URBANA
LA FAVORITA E-14,URBANA
EL NOGAL E-2,URBANA
MARANDU E-19,URBANA
URB. CLARET EL CARMEN E-6,URBANA
BACHUE E-10,URBANA
VEINTE DE JULIO E-4,URBANA
SAN MARTIN E-12,URBANA
COLOMBIA E-12,URBANA
CONJUNTO RESIDENCIAL LA PRADERA E-1,URBANA
CONJUNTO RESIDENCIAL LA PRADERA E-1,URBANA
MANDALAY I ETAPA E-8,URBANA
EL RESTREPO E-15,URBANA
CARVAJAL E-8,URBANA
VENECIA E-6,URBANA
VILLA JAVIER E-4,URBANA
RICAURTE E-14,URBANA
LOS CEDRITOS E-1,URBANA
NORMANDIA E-10,URBANA
LA ESTANCIA E-19,URBANA
MARIA PAZ E-8,URBANA
LA CAROLINA SUBA E-11,URBANA
SANTA LIBRADA E-5,URBANA
LA ESTRADA E-10,URBANA
ALTOS DE LA GLORIA E-4,URBANA
SAN BERNARDO E-3,URBANA
SAN VICENTE FERRER E-6,URBANA
URB. SANTA RITA I SECTOR E-16,URBANA
SAN MIGUEL,URBANA
KENEDDY,URBANA
SAN JUDAS,URBANA
BARRIO MODELO,URBANA
LA RIVIERA,URBANA
TIMANCO,URBANA
LOS MARTIRES,URBANA
LA RIOJA,URBANA
AGUABLANCA,URBANA
VEREDA EL GUADUAL,RURAL
SAN FRANCISCO,URBANA
SAN FRANCISCO,URBANA
OASIS,URBANA
EL MAYOR,URBANA
PARQUE,URBANA
URBANIZACION LA GLORIA,URBANA
URBANIZACION LA GLORIA,URBANA
MANACACIAS,URBANA
CAUDAL NORTE,URBANA
CENTRO,URBANA
LA CEIBA,URBANA
LA CEIBA,URBANA
SERRAMONTE,URBANA
C.C ALTAGRACIA,URBANA
TOPACIO,URBANA
VILLA JULIA,URBANA
MISTARES,URBANA
SAN VICENTE,URBANA
FATIMA,URBANA
NUEVA COLOMBIA,URBANA
SANTA ANA,URBANA
CENTRO,URBANA
SANTIAGO,URBANA
LA VEGA,URBANA
SANTA BARBARA,URBANA
AVENIDA BOYACA,URBANA
SANTIAGO,URBANA
SAN ANDRESITO,URBANA
TAMASAGRA I,URBANA
CENTRO,URBANA
AV. ESTUDIANTES,URBANA
LORENZO,URBANA
CENTRO,URBANA
BARRIO CEIBA,URBANA
BARRIO LA CONCORDIA,URBANA
BARRIO CEIBA,URBANA
LA PATRIA,URBANA
VDA.SAN JOSE,RURAL
EL ROCIO,URBANA
SANTA TERESITA,URBANA
SAN ANTONIO,URBANA
SECTOR PARQUE EL LAGO,URBANA
CUBA V-8,URBANA
SECTOR PLAZA DE BOLIVAR,URBANA
MARAYA,URBANA
PORTALES DE BIRMANIA,URBANA
S. COLISEO,URBANA
BARRIO SALSIPUEDES,URBANA
BARRIO SALSIPUEDES,URBANA
BARRIO NUEVA GUINEA,URBANA
PUEBLO NUEVO,URBANA
EL PARAISO,URBANA
GARCIA ROVIRA,URBANA
INV. LUZ DE SALVACION,URBANA
URB. BRISAS DE PROVENZA,URBANA
ALFONSO LOPEZ,URBANA
CABECERA DEL LLANO,URBANA
TERRAZAS,URBANA
ESPERANZA II,URBANA
TOLEDO PLATA,URBANA
LA CEIBA,URBANA
KENNEDY,URBANA
CANHAVERAL,URBANA
SAN CARLOS,URBANA
FLORENCIA,URBANA
TULUNI,URBANA
VARIANTE,RURAL
LAS PALMAS,URBANA
NUEVA CASTILLA,URBANA
INTERLAKEN,URBANA
CENTRO,URBANA
SICOMORO,URBANA
GALERIA DE PUEBLO NUEVO,URBANA
ROCKEFELLER,URBANA
BELLAVISTA,URBANA
VERSALLES E2,URBANA
EL POBLADO II E13,URBANA
SANTA ELENA E10,URBANA
MARROQUIN I E14,URBANA
CALIMA E4,URBANA
EL PILOTO E3,URBANA
CALIMA E4,URBANA
LA ESMERALDA E4,URBANA
LOS ALCAZARES E6,URBANA
EL RETIRO E15,URBANA
SAN JOAQUIN E17,URBANA
MARIANO RAMOS E16,URBANA
EL TRONCAL E8,URBANA
EUCARISTICO E19,URBANA
SUCRE E9,URBANA
LA FLORA E2,URBANA
EL POBLADO II E13,URBANA
LA MERCED,URBANA
EL PILOTO E24,URBANA
LIBERTADORES,URBANA
EL CENTRO,URBANA
SECTOR INDUSTRIAL ACOPI  (25-2),URBANA
BELALCAZAR E25,URBANA
MARCELIANO CANYES,URBANA
LA MADERA,URBANA
SAN JOSE OBRERO,URBANA
EL CARMELO,URBANA
VDA. PRIMAVERA,RURAL
ESMERALDA,URBANA
CENTRO,URBANA
ESTADIO C-11,URBANA
EL CHAGUALO C-10,URBANA
LA MILAGROSA  C-9,URBANA
VILLANUEVA C-10,URBANA
EL CHAGUALO C-10,URBANA
CASTILLA C-5,URBANA
EL POBLADO C-14,URBANA
BARRIO COLON C-10,URBANA
EL CHAGUALO C-10,URBANA
CASTROPOL C-14,URBANA
LA CANDELARIA C-10,URBANA
EL POBLADO C-14,URBANA
CERRO EL VOLADOR C-7,URBANA
SEVILLA  C-4,URBANA
LA PALMA C-16,URBANA
EL RODEO C-15,URBANA
OJO DE AGUA,RURAL
CUCHARITA,URBANA
ALTO DEL MEDIO,URBANA
CARLOS MEISEL,URBANA
EL BOSQUE,URBANA
SAN LUIS,URBANA
SANTO DOMINGO DE GUZMAN,URBANA
CORDIALIDAD,URBANA
MONTES,URBANA
LA PACHITA,URBANA
URB LA CAROLINA,URBANA
SAN MARCOS,URBANA
SUCRE,URBANA
SUCRE,URBANA
BARRIO SAN FRANCISCO,URBANA
CENTRO,URBANA
EL CONEJO,URBANA
EL CONEJO,URBANA
PIO XII,URBANA
BARRIO LA ARGENTINA,URBANA
CENTRO,URBANA
LOS ALAMOS,URBANA
CENTRO,URBANA
OBRERO,URBANA
LAS AVENIDAS,URBANA
      BARRIO LAS DAMAS,URBANA
LA CAMPINHA,URBANA
ESPERANZA,URBANA
URB. LA RIVERA,URBANA
EL ROSARIO,URBANA
EL TABLAZO,URBANA
LAS VEGAS,URBANA
URBANIZACION CRUZ ROJA,URBANA
JOSE MARIA OBANDO,URBANA
BOLIVAR,URBANA
BELLO HORIZONTE,URBANA
SITIO LADRILLERA MELENDEZ,RURAL
SABANAS DEL VALLE,URBANA
FUNDADORES,URBANA
LA ESPERANZA,URBANA
LA ESPERANZA,URBANA
LA ESPERANZA,URBANA
SANTA ROSA,URBANA
VILLA DEL ROSARIO,URBANA
EL RECREO,URBANA
LA FLORESTA,URBANA
ATENAS E-4,URBANA
INGEMAR E-2,URBANA
SAN LUIS 20 DE JULIO E-4,URBANA
ANTIGUO COUNTRY E-2,URBANA
URB. VILLAS DEL MEDITERRANEO E-1,URBANA
BRASILIA I SECTOR E-7,URBANA
EL PORVENIR E-5,URBANA
ANDALUCIA E-8,URBANA
LA ESPERANZA E-7,URBANA
BOSA CENTRO E-7,URBANA
EL CORTIJO E-10,URBANA
CANDELARIA LA NUEVA I SECTOR E-19,URBANA
COUNTRY PLAZA E-1,URBANA
GRANADA SUR E-4,URBANA
NIZA NORTE E-11,URBANA
MARIA PAZ E-8,URBANA
LA CABRERA E-2,URBANA
RESTREPO E-15,URBANA
PATIO BONITO I E-8,URBANA
URB. MARRUECOS E-18,URBANA
VEINTE DE JULIO E-4,URBANA
BELLA ESTANCIA E-19,URBANA
URB. LA ALQUERIA E-16,URBANA
VER. EL HOSPICIO,RURAL
LAS DELICIAS,URBANA
SIMON MEJIA,URBANA
BARRIO EL DORADO,URBANA
EL BOSQUE,URBANA
CUARTO CENTENARIO,URBANA
EL JARDIN,URBANA
EL JARDIN,URBANA
VEREDA EL DINDE,RURAL
LAS AMERICAS,URBANA
LA MAGDALENA,URBANA
TAGANGA,URBANA
SANTA ANA,URBANA
CENTRO,URBANA
CENTRO,URBANA
VEREDA VANGUARDIA,RURAL
ANTONIO PINILLA,URBANA
SAN FELIPE,URBANA
LAS MERCEDES,URBANA
SAN MARTIN,URBANA
CGTO. ALTO DE DAZA,RURAL
FATIMA,URBANA
SANTA MATILDE,URBANA
CORREGIMIENTO SANTANDER,URBANA
CORREGIMIENTO SANTANDER,URBANA
SAN SEBASTIAN,URBANA
BARRIO SIGLO XXI,URBANA
BARRIO TUCUNARE,URBANA
BARRIO CAOBOS,URBANA
RINCON SANTO,URBANA
SECTOR CENTRO COMERCIAL UNICENTRO,URBANA
SECTOR ESTADIO CENTENARIO,URBANA
MARIA CRISTINA,URBANA
LAS PALOMAS,URBANA
FRAYLES,RURAL
BERLIN,URBANA
CORREG. (PTO CALDAS),RURAL
CIUDAD BOQUIA,URBANA
SECTOR PARQUE LA LIBERTAD,URBANA
SECTOR PARQUE LA LIBERTAD,URBANA
VDA. NUEVO SOL,RURAL
SECTOR CINCO ESQUINAS,URBANA
BARRIO GAVIOTAS,URBANA
SECTOR CENTRO,URBANA
PALMIRA,URBANA
PALMIRA,URBANA
VIA BUCARAMANGA,URBANA
BUENOS AIRES,URBANA
LA ESPERANZA,URBANA
EL PALMAR,URBANA
CENTRO,URBANA
LAS DELICIAS,URBANA
CABECERA DEL LLANO,URBANA
MEJORAS PUBLICAS,URBANA
CAMPO HERMOSO,URBANA
CENTRO,URBANA
TERMINAL DE TRANSPORTES,URBANA
DIAMANTE I,URBANA
EL CARMEN I,URBANA
CANHAVERAL,URBANA
BARILOCHE,URBANA
SANTA LUCIA,URBANA
CABECERA DEL LLANO P/TA,URBANA
ZONA RURAL,RURAL
COREA,URBANA
AV. LAS PENHITAS,URBANA
CENTRO,URBANA
LA SELVA,URBANA
VRDA. LA ESTRELLA,RURAL
VRDA. LA ESTRELLA,RURAL
LAS BRISAS,RURAL
VRDA. BALCONES,RURAL
VRDA. CARDONA,RURAL
LA CASCADA,URBANA
JORDAN IV ETAPA,URBANA
EL POBLADO,URBANA
EL POBLADO,URBANA
RINCON DE PIEDRAPINTADA,URBANA
RINCON DE PIEDRAPINTADA,URBANA
AMBALA,RURAL
SAN ANTONIO,URBANA
SAN CARLOS,URBANA
JORDAN VII ETAPA,URBANA
CENTENARIO,URBANA
EL DORADO,URBANA
BELLAVISTA,URBANA
PUEBLO NUEVO,URBANA
GUTIERREZ Y ARANGO,URBANA
CIUDAD CORDOBA E15,URBANA
AGUACATAL E1,URBANA
JUNIN E9,URBANA
ALIRIO MORA BELTRAN E14,URBANA
JOSE M. MARROQUIN II E14,URBANA
SAN JUAN BOSCO E3,URBANA
LOS NARANJOS I E14,URBANA
BRISAS DE LOS ALAMOS E2,URBANA
LILI E17,URBANA
EL SENA E5,URBANA
EL DORADO,URBANA
CORREGIMIENTO LA BUITRERA,RURAL
PRIMERO DE MAYO,URBANA
SAN JUAN,URBANA
LA MADERA,URBANA
GRAN AVENIDA,URBANA
ACEVEDO,URBANA
EL REMANZO,URBANA
CALAZANS C-12,URBANA
EL POBLADO C-14,URBANA
LOS ALPES C-16,URBANA
ROBLEDO C-7,URBANA
BELEN C-16,URBANA
BELEN C-16,URBANA
EL POBLADO C-14,RURAL
EL SALVADOR  C-9,URBANA
ESTACION VILLA C-10,URBANA
